date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
1/05,2330,摩根大通,8440,7177,2687,4490,6.34,1,buy
1/05,2330,港商野村,1560,536,4068,-3532,4.99,1,sell
1/05,2330,富邦證券,9600,5864,1606,4258,6.01,2,buy
1/05,2330,美商高盛,1480,2122,5166,-3044,4.3,2,sell
1/05,2330,元大證券,9800,4079,883,3196,4.51,3,buy
1/05,2330,美林,1440,2830,5000,-2170,3.07,3,sell
1/05,2330,新加坡商瑞銀,1650,4788,2155,2633,3.72,4,buy
1/05,2330,花旗環球,1590,665,2793,-2128,3.01,4,sell
1/05,2330,國泰證券,8880,1671,48,1623,2.29,5,buy
1/05,2330,大和國泰,8890,33,1546,-1513,2.14,5,sell
1/05,2330,港商麥格理,1360,2710,1121,1589,2.24,6,buy
1/05,2330,凱基-台北,9268,1968,3018,-1050,1.48,6,sell
1/05,2330,永豐金證券,0039004100300030,1895,482,1413,2.0,7,buy
1/05,2330,台灣摩根士丹利,1470,1526,2506,-980,1.38,7,sell
1/05,2330,群益金鼎,9100,3860,2499,1361,1.92,8,buy
1/05,2330,永豐金-匯立,0039004100380031,232,621,-389,0.55,8,sell
1/05,2330,中國信託,6160,1543,270,1273,1.8,9,buy
1/05,2330,華南永昌-大安,9307,17,356,-339,0.48,9,sell
1/05,2330,台新證券,8150,1159,226,933,1.32,10,buy
1/05,2330,凱基-永和,9207,3,313,-310,0.44,10,sell
1/05,2330,凱基,9200,1446,678,768,1.08,11,buy
1/05,2330,國泰-高雄,8881,50,278,-228,0.32,11,sell
1/05,2330,統一,5850,1300,821,479,0.68,12,buy
1/05,2330,凱基-信義,9216,44,250,-206,0.29,12,sell
1/05,2330,元富,5920,391,21,370,0.52,13,buy
1/05,2330,國泰-敦南,8888,437,640,-203,0.29,13,sell
1/05,2330,第一金,5380,375,45,330,0.47,14,buy
1/05,2330,富邦-八德,0039003600330041,13,209,-196,0.28,14,sell
1/05,2330,凱基-雙和,0039003200300043,260,11,249,0.35,15,buy
1/05,2330,合庫證券,1020,125,294,-169,0.24,15,sell
1/05,2317,凱基,9200,3055,1,3054,4.72,1,buy
1/05,2317,摩根大通,8440,2054,5923,-3869,5.98,1,sell
1/05,2317,美商高盛,1480,6560,4126,2434,3.76,2,buy
1/05,2317,合庫證券,1020,157,3599,-3442,5.32,2,sell
1/05,2317,統一,5850,2443,125,2318,3.58,3,buy
1/05,2317,台灣摩根士丹利,1470,1014,3687,-2673,4.13,3,sell
1/05,2317,永豐金-匯立,0039004100380031,2068,4,2064,3.19,4,buy
1/05,2317,富邦證券,9600,937,1704,-767,1.19,4,sell
1/05,2317,美林,1440,2355,742,1613,2.49,5,buy
1/05,2317,元大-大益,9814,17,337,-320,0.49,5,sell
1/05,2317,國泰證券,8880,1179,10,1169,1.81,6,buy
1/05,2317,兆豐-三民,0037003000300068,11,315,-304,0.47,6,sell
1/05,2317,兆豐-鹿港,0037003000300066,1172,20,1152,1.78,7,buy
1/05,2317,台灣企銀-屏東,1116,8,257,-249,0.38,7,sell
1/05,2317,元大證券,9800,3755,2767,988,1.53,8,buy
1/05,2317,元富-大裕,003500390032006c,40,283,-243,0.38,8,sell
1/05,2317,港商麥格理,1360,918,237,681,1.05,9,buy
1/05,2317,中國信託,6160,1107,1343,-236,0.36,9,sell
1/05,2317,群益金鼎,9100,450,26,424,0.66,10,buy
1/05,2317,群益金鼎-中港,9138,20,243,-223,0.34,10,sell
1/05,2317,宏遠證券,1260,363,24,339,0.52,11,buy
1/05,2317,統一-台中,5856,61,259,-198,0.31,11,sell
1/05,2317,元富,5920,291,16,275,0.43,12,buy
1/05,2317,國票-台東,7791,1,189,-188,0.29,12,sell
1/05,2317,香港上海匯豐,8960,260,14,246,0.38,13,buy
1/05,2317,富邦-公益,0039003600310046,38,224,-186,0.29,13,sell
1/05,2317,福邦證券,6480,234,11,223,0.34,14,buy
1/05,2317,國票-安和,003700370039005a,45,224,-179,0.28,14,sell
1/05,2317,中國信託-高雄,003600310036004b,242,32,210,0.32,15,buy
1/05,2317,花旗環球,1590,63,236,-173,0.27,15,sell
1/05,2454,永豐金證券,0039004100300030,930,125,805,5.58,1,buy
1/05,2454,凱基-台北,9268,608,1206,-598,4.14,1,sell
1/05,2454,華南永昌,9300,814,14,800,5.54,2,buy
1/05,2454,摩根大通,8440,760,966,-206,1.43,2,sell
1/05,2454,台灣摩根士丹利,1470,809,207,602,4.17,3,buy
1/05,2454,新加坡商瑞銀,1650,918,1044,-126,0.87,3,sell
1/05,2454,美林,1440,530,175,355,2.46,4,buy
1/05,2454,國泰-敦南,8888,89,177,-88,0.61,4,sell
1/05,2454,國泰證券,8880,281,19,262,1.81,5,buy
1/05,2454,玉山-新莊,8842,7,87,-80,0.55,5,sell
1/05,2454,富邦證券,9600,335,103,232,1.61,6,buy
1/05,2454,兆豐-鹿港,0037003000300066,5,82,-77,0.53,6,sell
1/05,2454,凱基,9200,643,430,213,1.48,7,buy
1/05,2454,永豐金-敦南,0039004100380046,6,83,-77,0.53,7,sell
1/05,2454,統一,5850,227,15,212,1.47,8,buy
1/05,2454,富邦-南京,0039003600310043,8,70,-62,0.43,8,sell
1/05,2454,彰銀,1230,142,9,133,0.92,9,buy
1/05,2454,臺銀,1040,1,53,-52,0.36,9,sell
1/05,2454,元大證券,9800,825,697,128,0.89,10,buy
1/05,2454,台新-高雄,0038003100350041,9,57,-48,0.33,10,sell
1/05,2454,凱基-彰化,0039003200300047,125,4,121,0.84,11,buy
1/05,2454,玉山-高雄,8843,5,52,-47,0.33,11,sell
1/05,2454,花旗環球,1590,137,30,107,0.74,12,buy
1/05,2454,國票-長城,0037003700390075,7,53,-46,0.32,12,sell
1/05,2454,台新證券,8150,178,89,89,0.62,13,buy
1/05,2454,元大-中壢,9834,15,59,-44,0.3,13,sell
1/05,2454,港商野村,1560,82,22,60,0.42,14,buy
1/05,2454,美商高盛,1480,900,943,-43,0.3,14,sell
1/05,2454,中國信託,6160,114,57,57,0.39,15,buy
1/05,2454,兆豐-桃鶯,0037003000300055,0,42,-42,0.29,15,sell
1/05,2308,美商高盛,1480,1794,223,1571,11.38,1,buy
