date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
3/12,2330,國泰-敦南,8888,637,157,480,1.25,1,buy
3/12,2330,摩根大通,8440,1355,5092,-3737,9.7,1,sell
3/12,2330,富邦證券,9600,430,29,401,1.04,2,buy
3/12,2330,美商高盛,1480,691,3990,-3299,8.57,2,sell
3/12,2330,凱基,9200,406,11,395,1.03,3,buy
3/12,2330,新加坡商瑞銀,1650,537,3813,-3276,8.51,3,sell
3/12,2330,中國信託,6160,491,110,381,0.99,4,buy
3/12,2330,元大證券,9800,1669,4333,-2664,6.92,4,sell
3/12,2330,港商麥格理,1360,608,270,338,0.88,5,buy
3/12,2330,花旗環球,1590,148,2101,-1953,5.07,5,sell
3/12,2330,台新證券,8150,375,54,321,0.83,6,buy
3/12,2330,台灣摩根士丹利,1470,2218,3600,-1382,3.59,6,sell
3/12,2330,第一金,5380,317,9,308,0.8,7,buy
3/12,2330,大和國泰,8890,50,813,-763,1.98,7,sell
3/12,2330,國票-敦北法人,0037003700390063,238,0,238,0.62,8,buy
3/12,2330,凱基-台北,9268,599,1218,-619,1.61,8,sell
3/12,2330,兆豐證券,7000,248,21,227,0.59,9,buy
3/12,2330,美林,1440,1975,2586,-611,1.59,9,sell
3/12,2330,統一,5850,343,135,208,0.54,10,buy
3/12,2330,香港上海匯豐,8960,43,420,-377,0.98,10,sell
3/12,2330,新光,8560,340,134,206,0.53,11,buy
3/12,2330,元大-新生,0039003800310058,7,252,-245,0.64,11,sell
3/12,2330,凱基-彰化,0039003200300047,294,91,203,0.53,12,buy
3/12,2330,兆豐-鹿港,0037003000300066,12,158,-146,0.38,12,sell
3/12,2330,臺銀,1040,284,82,202,0.52,13,buy
3/12,2330,永豐金證券,0039004100300030,673,768,-95,0.25,13,sell
3/12,2330,(牛牛牛)亞證券,6010,200,0,200,0.52,14,buy
3/12,2330,元大-豐原站前,0039003800390057,19,84,-65,0.17,14,sell
3/12,2330,群益金鼎,9100,197,20,177,0.46,15,buy
3/12,2330,港商野村,1560,314,375,-61,0.16,15,sell
3/12,2317,台灣企銀,1110,818,7,811,1.81,1,buy
3/12,2317,美商高盛,1480,1980,9720,-7740,17.28,1,sell
3/12,2317,國泰-敦南,8888,919,343,576,1.29,2,buy
3/12,2317,元大證券,9800,1824,3859,-2035,4.54,2,sell
3/12,2317,統一-新竹,5857,517,23,494,1.1,3,buy
3/12,2317,台灣摩根士丹利,1470,1842,3410,-1568,3.5,3,sell
3/12,2317,華南永昌-中正,9359,470,0,470,1.05,4,buy
3/12,2317,永豐金證券,0039004100300030,377,1903,-1526,3.41,4,sell
3/12,2317,台新證券,8150,809,392,417,0.93,5,buy
3/12,2317,美林,1440,928,2405,-1477,3.3,5,sell
3/12,2317,凱基,9200,448,31,417,0.93,6,buy
3/12,2317,花旗環球,1590,315,1659,-1344,3.0,6,sell
3/12,2317,港商麥格理,1360,360,55,305,0.68,7,buy
