date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
2/06,2330,富邦證券,9600,3927,310,3617,10.2,1,buy
2/06,2330,美林,1440,1390,3704,-2314,6.52,1,sell
2/06,2330,國泰證券,8880,1018,94,924,2.6,2,buy
2/06,2330,花旗環球,1590,406,2412,-2006,5.66,2,sell
2/06,2330,統一,5850,1065,381,684,1.93,3,buy
2/06,2330,美商高盛,1480,2291,3509,-1218,3.43,3,sell
2/06,2330,新加坡商瑞銀,1650,1651,1110,541,1.53,4,buy
2/06,2330,港商麥格理,1360,409,1416,-1007,2.84,4,sell
2/06,2330,凱基,9200,529,104,425,1.2,5,buy
2/06,2330,永豐金-中正,0039004100390055,14,657,-643,1.81,5,sell
2/06,2330,國票-敦北法人,0037003700390063,446,43,403,1.14,6,buy
2/06,2330,富邦-建國,9658,62,569,-507,1.43,6,sell
2/06,2330,中國信託,6160,610,334,276,0.78,7,buy
2/06,2330,凱基-台北,9268,750,1217,-467,1.32,7,sell
2/06,2330,法銀巴黎,8900,274,46,228,0.64,8,buy
2/06,2330,元大證券,9800,1517,1938,-421,1.19,8,sell
2/06,2330,第一金-中山,5389,212,8,204,0.58,9,buy
2/06,2330,永豐金-匯立,0039004100380031,747,1106,-359,1.01,9,sell
2/06,2330,臺銀,1040,172,24,148,0.42,10,buy
2/06,2330,摩根大通,8440,3753,4076,-323,0.91,10,sell
2/06,2330,香港上海匯豐,8960,469,322,147,0.41,11,buy
2/06,2330,群益金鼎,9100,172,398,-226,0.64,11,sell
2/06,2330,華南永昌,9300,180,33,147,0.41,12,buy
2/06,2330,凱基-城中,9227,10,183,-173,0.49,12,sell
2/06,2330,國泰-敦南,8888,306,195,111,0.31,13,buy
2/06,2330,元富-台中,0039004200320035,14,176,-162,0.46,13,sell
2/06,2330,土銀,1030,107,7,100,0.28,14,buy
2/06,2330,大和國泰,8890,45,201,-156,0.44,14,sell
2/06,2330,永豐金-內湖,0039004100390067,132,34,98,0.28,15,buy
2/06,2330,元大-土城永寧,9875,9,105,-96,0.27,15,sell
2/06,2317,美商高盛,1480,6653,2334,4319,7.64,1,buy
2/06,2317,台灣摩根士丹利,1470,2733,12816,-10083,17.85,1,sell
2/06,2317,香港上海匯豐,8960,3472,441,3031,5.36,2,buy
2/06,2317,花旗環球,1590,336,2077,-1741,3.08,2,sell
2/06,2317,新加坡商瑞銀,1650,4448,2607,1841,3.26,3,buy
2/06,2317,元大證券,9800,2679,3652,-973,1.72,3,sell
2/06,2317,港商野村,1560,2512,722,1790,3.17,4,buy
2/06,2317,大和國泰,8890,0,775,-775,1.37,4,sell
2/06,2317,富邦證券,9600,1624,702,922,1.63,5,buy
2/06,2317,美林,1440,2584,3321,-737,1.3,5,sell
2/06,2317,凱基-台北,9268,3053,2598,455,0.81,6,buy
2/06,2317,摩根大通,8440,1196,1830,-634,1.12,6,sell
2/06,2317,華南永昌,9300,543,195,348,0.62,7,buy
2/06,2317,永豐金證券,0039004100300030,458,1062,-604,1.07,7,sell
2/06,2317,統一-南京,0035003800350055,323,105,218,0.39,8,buy
2/06,2317,兆豐證券,7000,99,684,-585,1.04,8,sell
2/06,2317,兆豐-來福,0037003000300043,223,14,209,0.37,9,buy
2/06,2317,永豐金-匯立,0039004100380031,80,505,-425,0.75,9,sell
2/06,2317,港商麥格理,1360,314,138,176,0.31,10,buy
2/06,2317,元富,0039004200300030,194,582,-388,0.69,10,sell
