date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
2/25,2330,港商麥格理,1360,4735,2255,2480,5.7,1,buy
2/25,2330,美商高盛,1480,1416,3443,-2027,4.66,1,sell
2/25,2330,永豐金證券,0039004100300030,1790,250,1540,3.54,2,buy
2/25,2330,摩根大通,8440,4764,6512,-1748,4.02,2,sell
2/25,2330,凱基,9200,1232,236,996,2.29,3,buy
2/25,2330,元大證券,9800,2467,3688,-1221,2.8,3,sell
2/25,2330,中國信託,6160,558,75,483,1.11,4,buy
2/25,2330,台灣摩根士丹利,1470,658,1797,-1139,2.62,4,sell
2/25,2330,凱基-三多,9275,484,5,479,1.1,5,buy
2/25,2330,新加坡商瑞銀,1650,1838,2429,-591,1.36,5,sell
2/25,2330,富邦證券,9600,1875,1398,477,1.1,6,buy
2/25,2330,臺銀,1040,48,597,-549,1.26,6,sell
2/25,2330,花旗環球,1590,1772,1480,292,0.67,7,buy
2/25,2330,永豐金-匯立,0039004100380031,1126,1640,-514,1.18,7,sell
2/25,2330,群益金鼎-大安,0039003100380065,251,2,249,0.57,8,buy
2/25,2330,群益金鼎,9100,609,962,-353,0.81,8,sell
2/25,2330,玉山證券,8840,299,77,222,0.51,9,buy
2/25,2330,土銀,1030,6,186,-180,0.41,9,sell
2/25,2330,國票-敦北法人,0037003700390063,332,110,222,0.51,10,buy
2/25,2330,凱基-台北,9268,1431,1560,-129,0.3,10,sell
2/25,2330,富邦-台北,9623,232,35,197,0.45,11,buy
2/25,2330,富邦-南員林,0039003600310052,4,109,-105,0.24,11,sell
2/25,2330,美林,1440,1004,812,192,0.44,12,buy
2/25,2330,兆豐證券,7000,106,198,-92,0.21,12,sell
2/25,2330,大和國泰,8890,275,106,169,0.39,13,buy
2/25,2330,元大-板橋,0039003800390043,25,105,-80,0.18,13,sell
2/25,2330,法銀巴黎,8900,497,342,155,0.36,14,buy
2/25,2330,統一-中壢,5853,2,80,-78,0.18,14,sell
2/25,2330,凱基-雙和,0039003200300043,156,4,152,0.35,15,buy
2/25,2330,華南永昌-嘉義,9314,3,75,-72,0.17,15,sell
2/25,2317,美商高盛,1480,20493,2484,18009,10.75,1,buy
2/25,2317,國泰-敦南,8888,1186,3252,-2066,1.23,1,sell
2/25,2317,新加坡商瑞銀,1650,20135,3942,16193,9.67,2,buy
2/25,2317,台新證券,8150,782,2050,-1268,0.76,2,sell
2/25,2317,摩根大通,8440,13687,2923,10764,6.43,3,buy
2/25,2317,臺銀,1040,129,1264,-1135,0.68,3,sell
2/25,2317,台灣摩根士丹利,1470,9896,588,9308,5.56,4,buy
2/25,2317,富邦-仁愛,9676,260,1314,-1054,0.63,4,sell
2/25,2317,凱基-台北,9268,12376,6740,5636,3.37,5,buy
2/25,2317,富邦-南員林,0039003600310052,75,1033,-958,0.57,5,sell
2/25,2317,元大證券,9800,10365,6498,3867,2.31,6,buy
2/25,2317,元富,0039004200300030,832,1705,-873,0.52,6,sell
2/25,2317,永豐金證券,0039004100300030,3724,1033,2691,1.61,7,buy
2/25,2317,新光,8560,654,1463,-809,0.48,7,sell
2/25,2317,永豐金-匯立,0039004100380031,1917,84,1833,1.09,8,buy
2/25,2317,元大-大同,0039003800390047,49,826,-777,0.46,8,sell
2/25,2317,花旗環球,1590,1981,388,1593,0.95,9,buy
2/25,2317,國泰-板橋,003800380038004b,218,819,-601,0.36,9,sell
2/25,2317,群益金鼎,9100,1767,580,1187,0.71,10,buy
2/25,2317,香港上海匯豐,8960,220,786,-566,0.34,10,sell
2/25,2317,(牛牛牛)亞證券,6010,1170,7,1163,0.69,11,buy
2/25,2317,國泰-台中,8882,326,856,-530,0.32,11,sell
2/25,2317,富邦證券,9600,1586,596,990,0.59,12,buy
2/25,2317,國泰-桃園,8885,174,698,-524,0.31,12,sell
2/25,2317,統一,5850,1500,512,988,0.59,13,buy
2/25,2317,富邦-板橋,9655,305,824,-519,0.31,13,sell
2/25,2317,聯邦-大業,8586,1036,52,984,0.59,14,buy
2/25,2317,玉山-新莊,8842,149,625,-476,0.28,14,sell
2/25,2317,凱基,9200,873,221,652,0.39,15,buy
2/25,2317,富邦-台北,9623,212,685,-473,0.28,15,sell
2/25,2454,美商高盛,1480,1544,248,1296,15.55,1,buy
2/25,2454,美好,5260,2,415,-413,4.95,1,sell
2/25,2454,新加坡商瑞銀,1650,683,131,552,6.62,2,buy
2/25,2454,統一,5850,74,363,-289,3.47,2,sell
2/25,2454,台灣摩根士丹利,1470,629,228,401,4.81,3,buy
2/25,2454,國票-敦北法人,0037003700390063,1,250,-249,2.99,3,sell
2/25,2454,凱基-台北,9268,802,511,291,3.49,4,buy
2/25,2454,凱基,9200,49,215,-166,1.99,4,sell
2/25,2454,摩根大通,8440,529,262,267,3.2,5,buy
2/25,2454,群益金鼎,9100,75,175,-100,1.2,5,sell
2/25,2454,元大證券,9800,660,466,194,2.33,6,buy
2/25,2454,國泰-敦南,8888,60,144,-84,1.01,6,sell
2/25,2454,永豐金-匯立,0039004100380031,309,125,184,2.21,7,buy
2/25,2454,元大-台北,0039003800300068,1,84,-83,1.0,7,sell
2/25,2454,宏遠證券,1260,141,16,125,1.5,8,buy
2/25,2454,玉山證券,8840,3,85,-82,0.98,8,sell
2/25,2454,中國信託,6160,130,19,111,1.33,9,buy
2/25,2454,富邦證券,9600,31,104,-73,0.88,9,sell
2/25,2454,法銀巴黎,8900,111,0,111,1.33,10,buy
2/25,2454,花旗環球,1590,193,242,-49,0.59,10,sell
2/25,2454,凱基-信義,9216,100,0,100,1.2,11,buy
2/25,2454,台新證券,8150,43,85,-42,0.5,11,sell
2/25,2454,美林,1440,260,163,97,1.16,12,buy
2/25,2454,香港上海匯豐,8960,25,66,-41,0.49,12,sell
2/25,2454,元大-忠孝鼎富,0039003800320046,51,1,50,0.6,13,buy
2/25,2454,群益金鼎-台南,9185,0,37,-37,0.44,13,sell
2/25,2454,港商麥格理,1360,71,36,35,0.42,14,buy
2/25,2454,統一-南京,0035003800350055,50,86,-36,0.43,14,sell
2/25,2454,華南永昌-中正,9359,33,4,29,0.35,15,buy
2/25,2454,國票-安和,003700370039005a,0,25,-25,0.3,15,sell
2/25,2308,摩根大通,8440,1167,625,542,3.71,1,buy
2/25,2308,新加坡商瑞銀,1650,806,1762,-956,6.54,1,sell
2/25,2308,港商麥格理,1360,339,12,327,2.24,2,buy
2/25,2308,美林,1440,300,493,-193,1.32,2,sell
2/25,2308,花旗環球,1590,478,153,325,2.22,3,buy
2/25,2308,富邦證券,9600,172,338,-166,1.14,3,sell
2/25,2308,永豐金-匯立,0039004100380031,351,31,320,2.19,4,buy
2/25,2308,港商野村,1560,32,149,-117,0.8,4,sell
2/25,2308,台新證券,8150,380,68,312,2.14,5,buy
2/25,2308,台灣摩根士丹利,1470,684,798,-114,0.78,5,sell
2/25,2308,美商高盛,1480,1179,882,297,2.03,6,buy
2/25,2308,元大-復北,9872,73,175,-102,0.7,6,sell
2/25,2308,凱基,9200,299,72,227,1.55,7,buy
2/25,2308,玉山證券,8840,46,138,-92,0.63,7,sell
2/25,2308,永豐金證券,0039004100300030,360,204,156,1.07,8,buy
2/25,2308,凱基-站前,0039003200300046,26,115,-89,0.61,8,sell
2/25,2308,大和國泰,8890,100,5,95,0.65,9,buy
2/25,2308,國票-敦北法人,0037003700390063,8,96,-88,0.6,9,sell
2/25,2308,永豐金-台南,0039004100390068,106,14,92,0.63,10,buy
2/25,2308,土銀,1030,1,80,-79,0.54,10,sell
2/25,2308,香港上海匯豐,8960,86,12,74,0.51,11,buy
2/25,2308,凱基-松山,9217,23,92,-69,0.47,11,sell
2/25,2308,新光,8560,220,151,69,0.47,12,buy
2/25,2308,華南永昌-高雄,9303,1,60,-59,0.4,12,sell
2/25,2308,元大證券,9800,1079,1010,69,0.47,13,buy
2/25,2308,中國信託,6160,25,83,-58,0.4,13,sell
2/25,2308,國泰證券,8880,96,28,68,0.47,14,buy
2/25,2308,永豐金-敦南,0039004100380046,17,67,-50,0.34,14,sell
2/25,2308,兆豐證券,7000,58,5,53,0.36,15,buy
2/25,2308,群益金鼎,9100,34,84,-50,0.34,15,sell
2/25,2382,新加坡商瑞銀,1650,6550,826,5724,11.54,1,buy
2/25,2382,台新證券,8150,56,781,-725,1.46,1,sell
2/25,2382,台灣摩根士丹利,1470,5568,349,5219,10.52,2,buy
2/25,2382,國泰證券,8880,268,868,-600,1.21,2,sell
2/25,2382,摩根大通,8440,3872,826,3046,6.14,3,buy
2/25,2382,國泰-敦南,8888,229,829,-600,1.21,3,sell
2/25,2382,凱基-台北,9268,5319,2521,2798,5.64,4,buy
2/25,2382,富邦-台北,9623,36,619,-583,1.18,4,sell
2/25,2382,美林,1440,5338,2889,2449,4.94,5,buy
2/25,2382,凱基-士林,9238,5,489,-484,0.98,5,sell
2/25,2382,美商高盛,1480,3720,1620,2100,4.23,6,buy
2/25,2382,華南永昌,9300,20,396,-376,0.76,6,sell
2/25,2382,統一,5850,1708,610,1098,2.21,7,buy
2/25,2382,元大證券,9800,3249,3600,-351,0.71,7,sell
2/25,2382,凱基-桃園,9208,1009,329,680,1.37,8,buy
2/25,2382,中國信託-忠孝,6162,12,346,-334,0.67,8,sell
2/25,2382,港商野村,1560,698,356,342,0.69,9,buy
2/25,2382,凱基-三重,9205,3,329,-326,0.66,9,sell
2/25,2382,凱基,9200,350,18,332,0.67,10,buy
2/25,2382,永豐金-板新,003900410039004a,17,334,-317,0.64,10,sell
2/25,2382,康和,8450,274,86,188,0.38,11,buy
2/25,2382,元大-和平,9863,21,287,-266,0.54,11,sell
2/25,2382,凱基-高美館,9215,302,116,186,0.37,12,buy
2/25,2382,香港上海匯豐,8960,11,273,-262,0.53,12,sell
2/25,2382,富邦證券,9600,227,51,176,0.35,13,buy
2/25,2382,國泰-台中,8882,30,269,-239,0.48,13,sell
2/25,2382,群益金鼎-中港,9138,307,151,156,0.31,14,buy
2/25,2382,第一金-中山,5389,113,327,-214,0.43,14,sell
2/25,2382,華南永昌-大甲,9315,156,12,144,0.29,15,buy
2/25,2382,新光,8560,158,334,-176,0.35,15,sell
2/25,2891,花旗環球,1590,7651,1032,6619,14.5,1,buy
2/25,2891,永豐金證券,0039004100300030,490,7062,-6572,14.39,1,sell
2/25,2891,臺銀,1040,2502,7,2495,5.46,2,buy
2/25,2891,統一,5850,10,4596,-4586,10.04,2,sell
2/25,2891,摩根大通,8440,4867,2660,2207,4.83,3,buy
2/25,2891,美林,1440,2672,4639,-1967,4.31,3,sell
2/25,2891,永豐金-匯立,0039004100380031,1807,5,1802,3.95,4,buy
2/25,2891,新加坡商瑞銀,1650,3953,4712,-759,1.66,4,sell
2/25,2891,元大證券,9800,5918,4452,1466,3.21,5,buy
2/25,2891,美商高盛,1480,1503,2160,-657,1.44,5,sell
2/25,2891,台灣摩根士丹利,1470,2917,1620,1297,2.84,6,buy
2/25,2891,第一金-忠孝,0035003300380044,2,587,-585,1.28,6,sell
2/25,2891,大和國泰,8890,600,0,600,1.31,7,buy
2/25,2891,華南永昌,9300,22,578,-556,1.22,7,sell
2/25,2891,中國信託,6160,491,46,445,0.97,8,buy
2/25,2891,國泰證券,8880,33,538,-505,1.11,8,sell
2/25,2891,富邦證券,9600,334,80,254,0.56,9,buy
2/25,2891,凱基,9200,231,588,-357,0.78,9,sell
2/25,2891,凱基-三重,9205,203,0,203,0.44,10,buy
2/25,2891,港商野村,1560,184,525,-341,0.75,10,sell
2/25,2891,法銀巴黎,8900,651,457,194,0.42,11,buy
2/25,2891,港商麥格理,1360,69,265,-196,0.43,11,sell
2/25,2891,香港上海匯豐,8960,203,35,168,0.37,12,buy
2/25,2891,元富,0039004200300030,18,147,-129,0.28,12,sell
2/25,2891,新光-高雄,8562,147,1,146,0.32,13,buy
2/25,2891,國票證券,7790,81,201,-120,0.26,13,sell
2/25,2891,群益金鼎,9100,214,90,124,0.27,14,buy
2/25,2891,國票-敦北法人,0037003700390063,2,107,-105,0.23,14,sell
2/25,2891,凱基-台北,9268,2249,2129,120,0.26,15,buy
2/25,2891,中國信託-中壢,0036003100360041,12,115,-103,0.23,15,sell
2/25,2881,摩根大通,8440,2147,1042,1105,3.88,1,buy
2/25,2881,台灣摩根士丹利,1470,869,6242,-5373,18.86,1,sell
2/25,2881,第一金,5380,1009,1,1008,3.54,2,buy
2/25,2881,富邦證券,9600,79,4229,-4150,14.56,2,sell
2/25,2881,花旗環球,1590,887,314,573,2.01,3,buy
2/25,2881,元大證券,9800,1440,3372,-1932,6.78,3,sell
2/25,2881,中國信託,6160,597,39,558,1.96,4,buy
2/25,2881,華南永昌,9300,20,641,-621,2.18,4,sell
2/25,2881,永豐金證券,0039004100300030,498,76,422,1.48,5,buy
2/25,2881,台新證券,8150,73,561,-488,1.71,5,sell
2/25,2881,永豐金-匯立,0039004100380031,398,0,398,1.4,6,buy
2/25,2881,美林,1440,1685,1963,-278,0.98,6,sell
2/25,2881,新加坡商瑞銀,1650,2402,2009,393,1.38,7,buy
2/25,2881,凱基,9200,51,189,-138,0.48,7,sell
2/25,2881,法銀巴黎,8900,333,0,333,1.17,8,buy
2/25,2881,大昌-樹林,6461,18,130,-112,0.39,8,sell
2/25,2881,富邦-建國,9658,285,20,265,0.93,9,buy
2/25,2881,富邦-南京,0039003600310043,15,122,-107,0.38,9,sell
2/25,2881,美商高盛,1480,1344,1122,222,0.78,10,buy
2/25,2881,凱基-台北,9268,1880,1985,-105,0.37,10,sell
2/25,2881,中國信託-高雄,003600310036004b,213,9,204,0.72,11,buy
2/25,2881,港商野村,1560,0,91,-91,0.32,11,sell
2/25,2881,元大-和平,9863,176,0,176,0.62,12,buy
2/25,2881,群益金鼎,9100,134,208,-74,0.26,12,sell
2/25,2881,土銀,1030,179,6,173,0.61,13,buy
2/25,2881,元大-花蓮,9856,3,61,-58,0.2,13,sell
2/25,2881,新光,8560,211,40,171,0.6,14,buy
2/25,2881,凱基-基隆,0039003200300048,2,50,-48,0.17,14,sell
2/25,2881,富邦-新板,0039003600310048,207,64,143,0.5,15,buy
2/25,2881,國票-敦北法人,0037003700390063,3,48,-45,0.16,15,sell
2/25,2882,摩根大通,8440,3330,916,2414,7.14,1,buy
2/25,2882,美林,1440,997,5674,-4677,13.83,1,sell
2/25,2882,元大證券,9800,3159,1231,1928,5.7,2,buy
2/25,2882,凱基,9200,50,3663,-3613,10.69,2,sell
2/25,2882,花旗環球,1590,1579,557,1022,3.02,3,buy
2/25,2882,台灣摩根士丹利,1470,1965,5423,-3458,10.23,3,sell
2/25,2882,永豐金證券,0039004100300030,975,322,653,1.93,4,buy
2/25,2882,國泰證券,8880,1231,4539,-3308,9.78,4,sell
2/25,2882,美商高盛,1480,2848,2295,553,1.64,5,buy
2/25,2882,新加坡商瑞銀,1650,1695,3057,-1362,4.03,5,sell
2/25,2882,凱基-台北,9268,2243,1733,510,1.51,6,buy
2/25,2882,元富-虎尾,003900420032004e,9,417,-408,1.21,6,sell
2/25,2882,中國信託,6160,455,40,415,1.23,7,buy
2/25,2882,港商野村,1560,45,428,-383,1.13,7,sell
2/25,2882,法銀巴黎,8900,410,34,376,1.11,8,buy
2/25,2882,富邦-竹北,9624,13,200,-187,0.55,8,sell
2/25,2882,香港上海匯豐,8960,346,3,343,1.01,9,buy
2/25,2882,富邦-台北,9623,48,217,-169,0.5,9,sell
2/25,2882,國泰-敦南,8888,414,95,319,0.94,10,buy
2/25,2882,台新證券,8150,74,239,-165,0.49,10,sell
2/25,2882,元富-新店,0039004200320032,312,0,312,0.92,11,buy
2/25,2882,統一,5850,7,153,-146,0.43,11,sell
2/25,2882,土銀,1030,303,1,302,0.89,12,buy
2/25,2882,華南永昌,9300,12,74,-62,0.18,12,sell
2/25,2882,港商麥格理,1360,289,0,289,0.85,13,buy
2/25,2882,國票-敦北法人,0037003700390063,6,57,-51,0.15,13,sell
2/25,2882,元大-大同,0039003800390047,388,101,287,0.85,14,buy
2/25,2882,凱基-長庚,9233,0,41,-41,0.12,14,sell
2/25,2882,凱基-站前,0039003200300046,230,11,219,0.65,15,buy
2/25,2882,元大-復北,9872,18,52,-34,0.1,15,sell
2/25,2303,凱基,9200,5430,1062,4368,2.91,1,buy
2/25,2303,台灣摩根士丹利,1470,2434,9893,-7459,4.98,1,sell
2/25,2303,永豐金-匯立,0039004100380031,2668,0,2668,1.78,2,buy
