date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
1/14,2330,美林,1440,1876,762,1114,3.63,1,buy
1/14,2330,美商高盛,1480,1111,4661,-3550,11.58,1,sell
1/14,2330,新加坡商瑞銀,1650,2613,1591,1022,3.33,2,buy
1/14,2330,台新證券,8150,186,2247,-2061,6.72,2,sell
1/14,2330,法銀巴黎,8900,892,39,853,2.78,3,buy
1/14,2330,摩根大通,8440,1609,3143,-1534,5.0,3,sell
1/14,2330,凱基,9200,933,180,753,2.46,4,buy
1/14,2330,永豐金-匯立,0039004100380031,303,1497,-1194,3.89,4,sell
1/14,2330,永豐金證券,0039004100300030,630,53,577,1.88,5,buy
1/14,2330,元大證券,9800,2155,3086,-931,3.04,5,sell
1/14,2330,花旗環球,1590,774,368,406,1.32,6,buy
1/14,2330,富邦證券,9600,464,1158,-694,2.26,6,sell
1/14,2330,統一-內湖,0035003800350062,322,6,316,1.03,7,buy
1/14,2330,彰銀,1230,9,302,-293,0.96,7,sell
1/14,2330,國泰證券,8880,408,102,306,1.0,8,buy
1/14,2330,港商麥格理,1360,1056,1300,-244,0.8,8,sell
1/14,2330,統一,5850,384,85,299,0.98,9,buy
1/14,2330,富邦-南京,0039003600310043,14,157,-143,0.47,9,sell
1/14,2330,中國信託,6160,299,31,268,0.87,10,buy
1/14,2330,元大-新竹經國,9859,18,114,-96,0.31,10,sell
1/14,2330,凱基-台北,9268,895,661,234,0.76,11,buy
1/14,2330,陽信-石牌,8711,12,73,-61,0.2,11,sell
1/14,2330,香港上海匯豐,8960,580,400,180,0.59,12,buy
1/14,2330,中國信託-忠孝,6162,28,87,-59,0.19,12,sell
1/14,2330,群益金鼎,9100,508,337,171,0.56,13,buy
1/14,2330,元大-蘆洲,9857,13,55,-42,0.14,13,sell
1/14,2330,國泰-敦南,8888,294,132,162,0.53,14,buy
1/14,2330,統一-仁愛,0035003800350063,2,42,-40,0.13,14,sell
1/14,2330,港商野村,1560,197,41,156,0.51,15,buy
1/14,2330,統一-南京,0035003800350055,7,45,-38,0.12,15,sell
1/14,2317,美商高盛,1480,10652,4682,5970,9.17,1,buy
1/14,2317,港商麥格理,1360,49,1595,-1546,2.38,1,sell
1/14,2317,美林,1440,5447,129,5318,8.17,2,buy
1/14,2317,臺銀,1040,43,1156,-1113,1.71,2,sell
1/14,2317,元大證券,9800,7653,2613,5040,7.74,3,buy
1/14,2317,群益金鼎,9100,102,1057,-955,1.47,3,sell
1/14,2317,新加坡商瑞銀,1650,5600,968,4632,7.12,4,buy
1/14,2317,國泰-敦南,8888,387,1326,-939,1.44,4,sell
1/14,2317,台灣摩根士丹利,1470,4267,730,3537,5.43,5,buy
1/14,2317,國泰證券,8880,50,657,-607,0.93,5,sell
1/14,2317,摩根大通,8440,2335,535,1800,2.77,6,buy
1/14,2317,台新證券,8150,354,948,-594,0.91,6,sell
1/14,2317,統一,5850,1885,109,1776,2.73,7,buy
1/14,2317,福邦證券,6480,1,518,-517,0.79,7,sell
1/14,2317,凱基-台北,9268,3916,3012,904,1.39,8,buy
1/14,2317,華南永昌-楠梓,9332,49,423,-374,0.57,8,sell
1/14,2317,凱基-中山,9229,828,75,753,1.16,9,buy
1/14,2317,兆豐-南京,0037003000300050,6,361,-355,0.55,9,sell
1/14,2317,港商野村,1560,648,29,619,0.95,10,buy
1/14,2317,國泰-台中,8882,94,427,-333,0.51,10,sell
1/14,2317,香港上海匯豐,8960,628,52,576,0.89,11,buy
1/14,2317,國泰-館前,0038003800380041,56,379,-323,0.5,11,sell
1/14,2317,富邦證券,9600,1434,890,544,0.84,12,buy
1/14,2317,新光-台中,8561,87,390,-303,0.47,12,sell
1/14,2317,元富,5920,655,128,527,0.81,13,buy
1/14,2317,富邦-建國,9658,40,330,-290,0.45,13,sell
1/14,2317,凱基-彰化,0039003200300047,380,62,318,0.49,14,buy
1/14,2317,新光,8560,262,543,-281,0.43,14,sell
1/14,2317,國票-北高雄,003700370039004a,329,11,318,0.49,15,buy
1/14,2317,永豐金-匯立,0039004100380031,153,410,-257,0.39,15,sell
1/14,2454,新加坡商瑞銀,1650,1205,374,831,13.01,1,buy
1/14,2454,凱基-台北,9268,155,581,-426,6.67,1,sell
1/14,2454,元大證券,9800,905,309,596,9.33,2,buy
1/14,2454,美商高盛,1480,436,676,-240,3.76,2,sell
1/14,2454,永豐金-匯立,0039004100380031,585,137,448,7.01,3,buy
1/14,2454,台灣摩根士丹利,1470,255,429,-174,2.72,3,sell
