date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
2/23,2330,凱基-台北,9268,4278,1605,2673,3.61,1,buy
2/23,2330,摩根大通,8440,5515,12198,-6683,9.02,1,sell
2/23,2330,永豐金證券,0039004100300030,2499,467,2032,2.74,2,buy
2/23,2330,港商野村,1560,230,6897,-6667,9.0,2,sell
2/23,2330,元富,0039004200300030,1421,194,1227,1.66,3,buy
2/23,2330,新加坡商瑞銀,1650,4925,8407,-3482,4.7,3,sell
2/23,2330,香港上海匯豐,8960,1654,463,1191,1.61,4,buy
2/23,2330,台灣摩根士丹利,1470,2527,4885,-2358,3.18,4,sell
2/23,2330,台新證券,8150,1300,187,1113,1.5,5,buy
2/23,2330,富邦證券,9600,1707,4017,-2310,3.12,5,sell
2/23,2330,港商麥格理,1360,3758,2783,975,1.32,6,buy
2/23,2330,美林,1440,3594,4786,-1192,1.61,6,sell
2/23,2330,元大證券,9800,5779,4840,939,1.27,7,buy
2/23,2330,美商高盛,1480,2799,3742,-943,1.27,7,sell
2/23,2330,群益金鼎,9100,1037,149,888,1.2,8,buy
2/23,2330,花旗環球,1590,2440,3110,-670,0.9,8,sell
2/23,2330,凱基,9200,1028,218,810,1.09,9,buy
2/23,2330,永豐金-匯立,0039004100380031,2818,3236,-418,0.56,9,sell
2/23,2330,中國信託,6160,611,52,559,0.75,10,buy
2/23,2330,凱基-雙和,0039003200300043,13,217,-204,0.28,10,sell
2/23,2330,國泰-敦南,8888,671,191,480,0.65,11,buy
2/23,2330,臺銀,1040,207,395,-188,0.25,11,sell
2/23,2330,土銀,1030,474,2,472,0.64,12,buy
2/23,2330,凱基-城中,9227,23,198,-175,0.24,12,sell
2/23,2330,統一,5850,742,427,315,0.43,13,buy
2/23,2330,兆豐證券,7000,32,148,-116,0.16,13,sell
2/23,2330,群益金鼎-大安,0039003100380065,226,4,222,0.3,14,buy
2/23,2330,國泰證券,8880,636,749,-113,0.15,14,sell
2/23,2330,法銀巴黎,8900,291,107,184,0.25,15,buy
2/23,2330,富邦-南京,0039003600310043,59,152,-93,0.13,15,sell
2/23,2317,美林,1440,11350,3325,8025,9.7,1,buy
2/23,2317,永豐金證券,0039004100300030,1262,4255,-2993,3.62,1,sell
2/23,2317,花旗環球,1590,4690,449,4241,5.13,2,buy
2/23,2317,新加坡商瑞銀,1650,2316,5021,-2705,3.27,2,sell
2/23,2317,台灣摩根士丹利,1470,6159,2879,3280,3.96,3,buy
2/23,2317,港商野村,1560,659,3073,-2414,2.92,3,sell
2/23,2317,富邦證券,9600,1990,147,1843,2.23,4,buy
2/23,2317,元大證券,9800,6583,8009,-1426,1.72,4,sell
2/23,2317,中國信託,6160,1650,231,1419,1.72,5,buy
2/23,2317,凱基-台北,9268,4001,5253,-1252,1.51,5,sell
2/23,2317,港商麥格理,1360,3363,2294,1069,1.29,6,buy
2/23,2317,富邦-台南,9667,55,963,-908,1.1,6,sell
2/23,2317,香港上海匯豐,8960,945,1,944,1.14,7,buy
2/23,2317,凱基-新店,0039003200300056,18,622,-604,0.73,7,sell
2/23,2317,美商高盛,1480,6505,5761,744,0.9,8,buy
2/23,2317,凱基,9200,90,682,-592,0.72,8,sell
2/23,2317,摩根大通,8440,4395,3696,699,0.84,9,buy
2/23,2317,福邦證券,6480,4,508,-504,0.61,9,sell
2/23,2317,兆豐證券,7000,268,16,252,0.3,10,buy
2/23,2317,兆豐-岡山,0037003000300073,19,406,-387,0.47,10,sell
2/23,2317,元大-館前,003900380034004b,252,38,214,0.26,11,buy
2/23,2317,國票-長城,0037003700390075,13,353,-340,0.41,11,sell
2/23,2317,合庫證券,1020,251,46,205,0.25,12,buy
2/23,2317,國泰-敦南,8888,597,926,-329,0.4,12,sell
2/23,2317,華南永昌-高雄,9303,218,30,188,0.23,13,buy
2/23,2317,統一,5850,133,430,-297,0.36,13,sell
2/23,2317,國泰證券,8880,171,55,116,0.14,14,buy
2/23,2317,統一-新竹,5857,14,256,-242,0.29,14,sell
2/23,2317,元大-復北,9872,161,54,107,0.13,15,buy
