date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
3/17,2330,摩根大通,8440,4722,1865,2857,11.31,1,buy
3/17,2330,港商麥格理,1360,211,3558,-3347,13.25,1,sell
3/17,2330,元大證券,9800,2650,1114,1536,6.08,2,buy
3/17,2330,富邦證券,9600,104,555,-451,1.79,2,sell
3/17,2330,永豐金-匯立,0039004100380031,1389,390,999,3.96,3,buy
3/17,2330,永豐金證券,0039004100300030,194,636,-442,1.75,3,sell
3/17,2330,元富,0039004200300030,451,94,357,1.41,4,buy
3/17,2330,宏遠證券,1260,9,403,-394,1.56,4,sell
3/17,2330,兆豐證券,7000,269,42,227,0.9,5,buy
3/17,2330,美商高盛,1480,1243,1562,-319,1.26,5,sell
3/17,2330,群益金鼎-東大,9135,229,6,223,0.88,6,buy
3/17,2330,新加坡商瑞銀,1650,993,1280,-287,1.14,6,sell
3/17,2330,凱基-台北,9268,587,374,213,0.84,7,buy
3/17,2330,台灣摩根士丹利,1470,1278,1560,-282,1.12,7,sell
3/17,2330,國泰證券,8880,382,175,207,0.82,8,buy
3/17,2330,群益金鼎,9100,82,346,-264,1.05,8,sell
3/17,2330,第一金,5380,192,26,166,0.66,9,buy
3/17,2330,兆豐-鹿港,0037003000300066,2,156,-154,0.61,9,sell
3/17,2330,香港上海匯豐,8960,174,33,141,0.56,10,buy
3/17,2330,法銀巴黎,8900,273,409,-136,0.54,10,sell
3/17,2330,美林,1440,892,764,128,0.51,11,buy
3/17,2330,凱基,9200,82,218,-136,0.54,11,sell
3/17,2330,凱基-永和,9207,121,7,114,0.45,12,buy
3/17,2330,富邦-南京,0039003600310043,5,138,-133,0.53,12,sell
3/17,2330,大和國泰,8890,128,16,112,0.44,13,buy
3/17,2330,凱基-彰化,0039003200300047,10,131,-121,0.48,13,sell
3/17,2330,台新-三民,8156,106,5,101,0.4,14,buy
3/17,2330,元大-土城永寧,9875,9,117,-108,0.43,14,sell
3/17,2330,第一金-高雄,5383,61,4,57,0.23,15,buy
3/17,2330,統一,5850,140,245,-105,0.42,15,sell
3/17,2317,台灣企銀,1110,2045,70,1975,1.78,1,buy
3/17,2317,台灣摩根士丹利,1470,409,15727,-15318,13.83,1,sell
3/17,2317,國泰-敦南,8888,2455,556,1899,1.71,2,buy
3/17,2317,新加坡商瑞銀,1650,365,15464,-15099,13.63,2,sell
3/17,2317,富邦-虎尾,9697,1007,130,877,0.79,3,buy
3/17,2317,美商高盛,1480,225,13785,-13560,12.24,3,sell
3/17,2317,中國信託-高雄,003600310036004b,881,28,853,0.77,4,buy
3/17,2317,美林,1440,87,6771,-6684,6.03,4,sell
3/17,2317,富邦-建國,9658,812,144,668,0.6,5,buy
3/17,2317,凱基-台北,9268,1854,6598,-4744,4.28,5,sell
3/17,2317,新光,8560,1051,436,615,0.56,6,buy
3/17,2317,摩根大通,8440,2245,6454,-4209,3.8,6,sell
3/17,2317,統一-新竹,5857,497,17,480,0.43,7,buy
3/17,2317,大和國泰,8890,5,2359,-2354,2.12,7,sell
3/17,2317,元大-小港,003900380039005a,484,26,458,0.41,8,buy
3/17,2317,凱基,9200,99,1966,-1867,1.69,8,sell
3/17,2317,玉山-嘉義,8848,488,32,456,0.41,9,buy
3/17,2317,元大證券,9800,3486,5056,-1570,1.42,9,sell
3/17,2317,玉山證券,8840,562,107,455,0.41,10,buy
3/17,2317,統一,5850,142,1167,-1025,0.93,10,sell
3/17,2317,國泰-板橋,003800380038004b,524,92,432,0.39,11,buy
3/17,2317,國票-南京,003700370039006e,12,797,-785,0.71,11,sell
3/17,2317,富邦-仁愛,9676,479,66,413,0.37,12,buy
3/17,2317,元富,0039004200300030,193,779,-586,0.53,12,sell
3/17,2317,富邦-陽明,9604,467,64,403,0.36,13,buy
3/17,2317,兆豐證券,7000,27,593,-566,0.51,13,sell
3/17,2317,國泰-館前,0038003800380041,585,206,379,0.34,14,buy
3/17,2317,國泰證券,8880,19,563,-544,0.49,14,sell
3/17,2317,國泰-高雄,8881,433,65,368,0.33,15,buy
3/17,2317,港商麥格理,1360,391,905,-514,0.46,15,sell
3/17,2454,美商高盛,1480,401,86,315,7.11,1,buy
3/17,2454,美林,1440,106,592,-486,10.98,1,sell
3/17,2454,中國信託,6160,255,64,191,4.31,2,buy
3/17,2454,新加坡商瑞銀,1650,218,651,-433,9.78,2,sell
3/17,2454,富邦證券,9600,233,72,161,3.64,3,buy
3/17,2454,兆豐證券,7000,0,407,-407,9.19,3,sell
3/17,2454,台新證券,8150,164,10,154,3.48,4,buy
3/17,2454,凱基,9200,22,112,-90,2.03,4,sell
3/17,2454,國票-敦北法人,0037003700390063,139,8,131,2.96,5,buy
3/17,2454,花旗環球,1590,116,201,-85,1.92,5,sell
3/17,2454,元大證券,9800,241,124,117,2.64,6,buy
3/17,2454,元富,0039004200300030,1,58,-57,1.29,6,sell
3/17,2454,香港上海匯豐,8960,97,3,94,2.12,7,buy
3/17,2454,永豐金證券,0039004100300030,39,89,-50,1.13,7,sell
3/17,2454,元富-台中,0039004200320035,70,0,70,1.58,8,buy
3/17,2454,港商麥格理,1360,3,41,-38,0.86,8,sell
3/17,2454,富邦-台北,9623,70,5,65,1.47,9,buy
3/17,2454,港商野村,1560,116,141,-25,0.56,9,sell
3/17,2454,元大-羅東,0039003800320041,52,1,51,1.15,10,buy
3/17,2454,永豐金-匯立,0039004100380031,23,47,-24,0.54,10,sell
3/17,2454,凱基-南崁,9256,50,0,50,1.13,11,buy
3/17,2454,台新-新莊,8152,0,21,-21,0.47,11,sell
3/17,2454,台灣摩根士丹利,1470,222,177,45,1.02,12,buy
