date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
3/03,2330,中國信託,6160,1298,195,1103,2.1,1,buy
3/03,2330,美商高盛,1480,1083,5466,-4383,8.36,1,sell
3/03,2330,國泰-敦南,8888,1184,323,861,1.64,2,buy
3/03,2330,凱基-台北,9268,1013,4452,-3439,6.56,2,sell
3/03,2330,群益金鼎,9100,661,63,598,1.14,3,buy
3/03,2330,港商麥格理,1360,608,3792,-3184,6.07,3,sell
3/03,2330,兆豐證券,7000,616,26,590,1.12,4,buy
3/03,2330,富邦證券,9600,869,3398,-2529,4.82,4,sell
3/03,2330,永豐金證券,0039004100300030,1686,1144,542,1.03,5,buy
3/03,2330,新加坡商瑞銀,1650,448,2824,-2376,4.53,5,sell
3/03,2330,臺銀,1040,564,47,517,0.99,6,buy
3/03,2330,摩根大通,8440,1626,3770,-2144,4.09,6,sell
3/03,2330,永豐金-匯立,0039004100380031,795,291,504,0.96,7,buy
3/03,2330,台灣摩根士丹利,1470,2644,4385,-1741,3.32,7,sell
3/03,2330,凱基,9200,981,565,416,0.79,8,buy
3/03,2330,美林,1440,867,2235,-1368,2.61,8,sell
3/03,2330,台新證券,8150,486,97,389,0.74,9,buy
3/03,2330,法銀巴黎,8900,110,1369,-1259,2.4,9,sell
3/03,2330,土銀,1030,300,11,289,0.55,10,buy
3/03,2330,國泰證券,8880,316,1076,-760,1.45,10,sell
3/03,2330,新光,8560,377,129,248,0.47,11,buy
3/03,2330,永豐金-內湖,0039004100390067,42,337,-295,0.56,11,sell
3/03,2330,國泰-台中,8882,295,47,248,0.47,12,buy
3/03,2330,凱基-永和,9207,15,291,-276,0.53,12,sell
3/03,2330,華南永昌,9300,320,72,248,0.47,13,buy
3/03,2330,富邦-南京,0039003600310043,77,266,-189,0.36,13,sell
3/03,2330,元大-大雅,0039003800330069,257,13,244,0.47,14,buy
3/03,2330,凱基-中山,9229,64,240,-176,0.34,14,sell
3/03,2330,國泰-館前,0038003800380041,252,54,198,0.38,15,buy
3/03,2330,宏遠證券,1260,63,217,-154,0.29,15,sell
3/03,2317,永豐金-匯立,0039004100380031,1789,113,1676,1.91,1,buy
3/03,2317,美林,1440,2432,5979,-3547,4.04,1,sell
3/03,2317,國泰-敦南,8888,1613,844,769,0.88,2,buy
3/03,2317,摩根大通,8440,1009,4526,-3517,4.0,2,sell
3/03,2317,元富,0039004200300030,1336,674,662,0.75,3,buy
3/03,2317,美商高盛,1480,5835,8638,-2803,3.19,3,sell
3/03,2317,新光,8560,853,286,567,0.65,4,buy
3/03,2317,台灣摩根士丹利,1470,2995,5629,-2634,3.0,4,sell
3/03,2317,聯邦-大業,8586,528,26,502,0.57,5,buy
3/03,2317,港商野村,1560,10,2626,-2616,2.98,5,sell
3/03,2317,國泰證券,8880,508,93,415,0.47,6,buy
3/03,2317,新加坡商瑞銀,1650,2976,4535,-1559,1.78,6,sell
3/03,2317,群益金鼎-古亭,0039003100380043,347,61,286,0.33,7,buy
3/03,2317,凱基-台北,9268,3144,4605,-1461,1.66,7,sell
3/03,2317,統一-新竹,5857,290,52,238,0.27,8,buy
3/03,2317,香港上海匯豐,8960,29,1376,-1347,1.53,8,sell
3/03,2317,港商麥格理,1360,412,174,238,0.27,9,buy
3/03,2317,花旗環球,1590,1092,2352,-1260,1.43,9,sell
3/03,2317,兆豐-南門,0037003000300067,238,22,216,0.25,10,buy
3/03,2317,永豐金證券,0039004100300030,1146,2136,-990,1.13,10,sell
3/03,2317,永豐金-板新,003900410039004a,243,50,193,0.22,11,buy
3/03,2317,元大證券,9800,3738,4548,-810,0.92,11,sell
3/03,2317,玉山-台南,8847,359,171,188,0.21,12,buy
3/03,2317,中國信託-高雄,003600310036004b,105,464,-359,0.41,12,sell
3/03,2317,永豐金-嘉義,003900410039006a,201,16,185,0.21,13,buy
3/03,2317,國票-安和,003700370039005a,54,401,-347,0.4,13,sell
3/03,2317,新光-台中,8561,387,204,183,0.21,14,buy
3/03,2317,兆豐證券,7000,42,380,-338,0.38,14,sell
3/03,2317,富邦-新竹,9647,271,107,164,0.19,15,buy
3/03,2317,華南永昌-大甲,9315,6,279,-273,0.31,15,sell
3/03,2454,元大-土城永寧,9875,210,1,209,1.89,1,buy
3/03,2454,元大證券,9800,719,1558,-839,7.59,1,sell
3/03,2454,台灣摩根士丹利,1470,967,772,195,1.77,2,buy
3/03,2454,美商高盛,1480,511,1165,-654,5.92,2,sell
3/03,2454,凱基,9200,157,22,135,1.22,3,buy
3/03,2454,新加坡商瑞銀,1650,197,846,-649,5.87,3,sell
3/03,2454,第一金,5380,123,4,119,1.08,4,buy
3/03,2454,美林,1440,135,656,-521,4.72,4,sell
3/03,2454,國泰-敦南,8888,191,78,113,1.02,5,buy
3/03,2454,富邦證券,9600,22,412,-390,3.53,5,sell
3/03,2454,中國信託,6160,106,21,85,0.77,6,buy
3/03,2454,摩根大通,8440,332,638,-306,2.77,6,sell
3/03,2454,國泰證券,8880,76,11,65,0.59,7,buy
3/03,2454,港商野村,1560,172,433,-261,2.36,7,sell
3/03,2454,永豐金-敦南,0039004100380046,71,9,62,0.56,8,buy
3/03,2454,凱基-台北,9268,273,515,-242,2.19,8,sell
3/03,2454,康和,8450,63,1,62,0.56,9,buy
3/03,2454,凱基-中山,9229,15,209,-194,1.76,9,sell
3/03,2454,富邦-仁愛,9676,64,9,55,0.5,10,buy
3/03,2454,花旗環球,1590,159,334,-175,1.58,10,sell
3/03,2454,富邦-敦南,9663,61,8,53,0.48,11,buy
3/03,2454,統一,5850,13,97,-84,0.76,11,sell
3/03,2454,台新證券,8150,93,40,53,0.48,12,buy
3/03,2454,大和國泰,8890,0,62,-62,0.56,12,sell
3/03,2454,富邦-公益,0039003600310046,57,10,47,0.43,13,buy
3/03,2454,永豐金證券,0039004100300030,116,169,-53,0.48,13,sell
3/03,2454,中國信託-高雄,003600310036004b,50,4,46,0.42,14,buy
3/03,2454,第一金-安和,003500330038006a,3,51,-48,0.43,14,sell
3/03,2454,富邦-建國,9658,46,4,42,0.38,15,buy
3/03,2454,元大-羅東,0039003800320041,2,44,-42,0.38,15,sell
3/03,2308,台灣摩根士丹利,1470,1739,533,1206,6.77,1,buy
3/03,2308,永豐金-匯立,0039004100380031,63,1293,-1230,6.91,1,sell
3/03,2308,美林,1440,1104,303,801,4.5,2,buy
3/03,2308,元大證券,9800,1212,2415,-1203,6.75,2,sell
3/03,2308,港商麥格理,1360,395,56,339,1.9,3,buy
3/03,2308,新加坡商瑞銀,1650,754,1794,-1040,5.84,3,sell
3/03,2308,凱基,9200,343,90,253,1.42,4,buy
3/03,2308,永豐金-板新,003900410039004a,21,420,-399,2.24,4,sell
3/03,2308,凱基-台北,9268,718,575,143,0.8,5,buy
3/03,2308,大和國泰,8890,0,339,-339,1.9,5,sell
3/03,2308,元大-大同,0039003800390047,143,4,139,0.78,6,buy
3/03,2308,美商高盛,1480,1111,1445,-334,1.88,6,sell
3/03,2308,國泰-敦南,8888,274,142,132,0.74,7,buy
3/03,2308,群益金鼎,9100,62,393,-331,1.86,7,sell
3/03,2308,中國信託,6160,163,58,105,0.59,8,buy
