date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
1/20,2330,美商高盛,1480,7013,1256,5757,18.56,1,buy
1/20,2330,永豐金-匯立,0039004100380031,165,4453,-4288,13.82,1,sell
1/20,2330,新加坡商瑞銀,1650,2265,1264,1001,3.23,2,buy
1/20,2330,台灣摩根士丹利,1470,580,2914,-2334,7.52,2,sell
1/20,2330,凱基-三多,9275,1004,50,954,3.07,3,buy
1/20,2330,元大證券,9800,1469,3655,-2186,7.05,3,sell
1/20,2330,富邦證券,9600,872,219,653,2.1,4,buy
1/20,2330,美林,1440,607,1953,-1346,4.34,4,sell
1/20,2330,凱基,9200,564,224,340,1.1,5,buy
1/20,2330,花旗環球,1590,719,1294,-575,1.85,5,sell
1/20,2330,元大-和平,9863,206,9,197,0.63,6,buy
1/20,2330,香港上海匯豐,8960,127,652,-525,1.69,6,sell
1/20,2330,兆豐證券,7000,161,6,155,0.5,7,buy
1/20,2330,凱基-台北,9268,694,1096,-402,1.3,7,sell
1/20,2330,玉山證券,8840,174,37,137,0.44,8,buy
1/20,2330,摩根大通,8440,2358,2731,-373,1.2,8,sell
1/20,2330,中國信託,6160,328,225,103,0.33,9,buy
1/20,2330,港商麥格理,1360,79,412,-333,1.07,9,sell
1/20,2330,華南永昌-忠孝,9325,101,30,71,0.23,10,buy
1/20,2330,國票-台南,0037003700390044,4,119,-115,0.37,10,sell
1/20,2330,富邦-仁愛,9676,102,34,68,0.22,11,buy
1/20,2330,港商野村,1560,453,537,-84,0.27,11,sell
1/20,2330,凱基-雙和,0039003200300043,61,3,58,0.19,12,buy
1/20,2330,群益金鼎,9100,36,118,-82,0.26,12,sell
1/20,2330,國泰-敦南,8888,275,221,54,0.17,13,buy
1/20,2330,永豐金證券,0039004100300030,227,286,-59,0.19,13,sell
1/20,2330,台中銀,6110,55,1,54,0.17,14,buy
1/20,2330,高橋,5320,20,76,-56,0.18,14,sell
1/20,2330,富邦-南京,0039003600310043,83,31,52,0.17,15,buy
1/20,2330,元富,5920,23,78,-55,0.18,15,sell
1/20,2317,花旗環球,1590,3136,654,2482,3.22,1,buy
1/20,2317,美林,1440,17,11279,-11262,14.61,1,sell
1/20,2317,國泰-敦南,8888,1843,656,1187,1.54,2,buy
1/20,2317,台灣摩根士丹利,1470,125,5415,-5290,6.86,2,sell
1/20,2317,永豐金-匯立,0039004100380031,746,134,612,0.79,3,buy
1/20,2317,美商高盛,1480,1262,5947,-4685,6.08,3,sell
1/20,2317,福邦證券,6480,507,2,505,0.65,4,buy
1/20,2317,新加坡商瑞銀,1650,1798,5684,-3886,5.04,4,sell
1/20,2317,新光,8560,629,169,460,0.6,5,buy
1/20,2317,元大證券,9800,1758,5539,-3781,4.9,5,sell
1/20,2317,香港上海匯豐,8960,509,136,373,0.48,6,buy
