date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
2/10,2330,美商高盛,1480,5687,1213,4474,10.07,1,buy
2/10,2330,花旗環球,1590,2026,5357,-3331,7.5,1,sell
2/10,2330,摩根大通,8440,5162,1715,3447,7.76,2,buy
2/10,2330,永豐金-匯立,0039004100380031,242,1572,-1330,2.99,2,sell
2/10,2330,台灣摩根士丹利,1470,3451,468,2983,6.71,3,buy
2/10,2330,元大證券,9800,1588,2744,-1156,2.6,3,sell
2/10,2330,美林,1440,3149,1442,1707,3.84,4,buy
2/10,2330,臺銀,1040,18,1056,-1038,2.34,4,sell
2/10,2330,凱基-台北,9268,2968,1276,1692,3.81,5,buy
2/10,2330,永豐金證券,0039004100300030,411,1242,-831,1.87,5,sell
2/10,2330,新加坡商瑞銀,1650,3394,1713,1681,3.78,6,buy
2/10,2330,宏遠證券,1260,29,431,-402,0.9,6,sell
2/10,2330,富邦證券,9600,4244,2956,1288,2.9,7,buy
2/10,2330,國泰-館前,0038003800380041,28,327,-299,0.67,7,sell
2/10,2330,法銀巴黎,8900,452,3,449,1.01,8,buy
2/10,2330,國泰-敦南,8888,176,442,-266,0.6,8,sell
2/10,2330,凱基,9200,350,154,196,0.44,9,buy
2/10,2330,國泰-板橋,003800380038004b,49,250,-201,0.45,9,sell
2/10,2330,凱基-中山,9229,213,20,193,0.43,10,buy
2/10,2330,凱基-城中,9227,5,201,-196,0.44,10,sell
2/10,2330,康和,8450,188,50,138,0.31,11,buy
2/10,2330,富邦-台北,9623,70,263,-193,0.43,11,sell
2/10,2330,元富-台中,0039004200320035,113,13,100,0.23,12,buy
2/10,2330,中國信託-忠孝,6162,14,195,-181,0.41,12,sell
2/10,2330,大和國泰,8890,100,8,92,0.21,13,buy
2/10,2330,國泰-台中,8882,40,215,-175,0.39,13,sell
2/10,2330,(牛牛牛)亞證券,6010,100,8,92,0.21,14,buy
2/10,2330,群益金鼎-中山,0039003100380048,54,205,-151,0.34,14,sell
2/10,2330,元大-新盛,9869,87,10,77,0.17,15,buy
2/10,2330,土銀,1030,2,137,-135,0.3,15,sell
2/10,2317,美林,1440,10260,458,9802,20.79,1,buy
2/10,2317,新加坡商瑞銀,1650,3896,7552,-3656,7.75,1,sell
2/10,2317,摩根大通,8440,3940,258,3682,7.81,2,buy
2/10,2317,中國信託,6160,58,1416,-1358,2.88,2,sell
2/10,2317,美商高盛,1480,3296,567,2729,5.79,3,buy
2/10,2317,臺銀,1040,27,1068,-1041,2.21,3,sell
2/10,2317,港商野村,1560,3148,446,2702,5.73,4,buy
2/10,2317,永豐金-匯立,0039004100380031,201,1068,-867,1.84,4,sell
2/10,2317,台灣摩根士丹利,1470,3083,656,2427,5.15,5,buy
2/10,2317,元大證券,9800,1234,1920,-686,1.45,5,sell
2/10,2317,凱基-台北,9268,3724,2594,1130,2.4,6,buy
2/10,2317,國泰-館前,0038003800380041,43,706,-663,1.41,6,sell
2/10,2317,凱基,9200,518,0,518,1.1,7,buy
2/10,2317,永豐金證券,0039004100300030,362,949,-587,1.24,7,sell
2/10,2317,花旗環球,1590,1499,1089,410,0.87,8,buy
2/10,2317,台新證券,8150,260,788,-528,1.12,8,sell
2/10,2317,元大-大統,003900380031007a,241,21,220,0.47,9,buy
2/10,2317,國泰-敦南,8888,386,891,-505,1.07,9,sell
2/10,2317,元大-成功,003900380039004c,171,22,149,0.32,10,buy
2/10,2317,永豐金-內湖,0039004100390067,8,442,-434,0.92,10,sell
2/10,2317,港商麥格理,1360,135,0,135,0.29,11,buy
2/10,2317,國泰證券,8880,75,463,-388,0.82,11,sell
2/10,2317,元大-頭份,0039003800330055,179,56,123,0.26,12,buy
2/10,2317,富邦-永和,9654,63,307,-244,0.52,12,sell
2/10,2317,台中銀-台北,6115,102,0,102,0.22,13,buy
2/10,2317,新光,8560,137,347,-210,0.45,13,sell
2/10,2317,中國信託-永康,6163,127,27,100,0.21,14,buy
2/10,2317,富邦證券,9600,83,290,-207,0.44,14,sell
2/10,2317,富邦-豐原,003900360033004c,106,10,96,0.2,15,buy
2/10,2317,宏遠證券,1260,39,236,-197,0.42,15,sell
2/10,2454,台灣摩根士丹利,1470,2271,336,1935,17.27,1,buy
2/10,2454,美林,1440,370,2317,-1947,17.38,1,sell
2/10,2454,國泰證券,8880,359,22,337,3.01,2,buy
2/10,2454,美商高盛,1480,772,1565,-793,7.08,2,sell
2/10,2454,港商野村,1560,399,78,321,2.87,3,buy
2/10,2454,凱基-台北,9268,668,929,-261,2.33,3,sell
2/10,2454,新加坡商瑞銀,1650,802,588,214,1.91,4,buy
2/10,2454,元大-大天母,9893,3,170,-167,1.49,4,sell
2/10,2454,摩根大通,8440,405,243,162,1.45,5,buy
2/10,2454,永豐金證券,0039004100300030,91,222,-131,1.17,5,sell
2/10,2454,花旗環球,1590,229,107,122,1.09,6,buy
2/10,2454,香港上海匯豐,8960,34,135,-101,0.9,6,sell
2/10,2454,港商麥格理,1360,116,7,109,0.97,7,buy
2/10,2454,國泰-板橋,003800380038004b,23,118,-95,0.85,7,sell
2/10,2454,第一金,5380,104,1,103,0.92,8,buy
2/10,2454,凱基,9200,98,191,-93,0.83,8,sell
2/10,2454,華南永昌,9300,75,13,62,0.55,9,buy
2/10,2454,國泰-館前,0038003800380041,12,88,-76,0.68,9,sell
2/10,2454,中國信託,6160,173,114,59,0.53,10,buy
2/10,2454,群益金鼎,9100,199,272,-73,0.65,10,sell
2/10,2454,凱基-永和,9207,52,0,52,0.46,11,buy
2/10,2454,統一,5850,101,163,-62,0.55,11,sell
2/10,2454,新光,8560,82,34,48,0.43,12,buy
2/10,2454,新光-新竹,8563,6,60,-54,0.48,12,sell
2/10,2454,富邦-建國,9658,62,24,38,0.34,13,buy
2/10,2454,元大證券,9800,311,361,-50,0.45,13,sell
2/10,2454,第一金-新竹,0035003300380042,46,11,35,0.31,14,buy
2/10,2454,凱基-松山,9217,4,45,-41,0.37,14,sell
2/10,2454,康和,8450,33,6,27,0.24,15,buy
2/10,2454,永豐金-桃盛,003900410039004e,1,32,-31,0.28,15,sell
2/10,2308,新加坡商瑞銀,1650,1127,717,410,4.95,1,buy
2/10,2308,摩根大通,8440,349,871,-522,6.3,1,sell
2/10,2308,凱基,9200,321,30,291,3.51,2,buy
2/10,2308,台灣摩根士丹利,1470,214,641,-427,5.15,2,sell
2/10,2308,大和國泰,8890,202,0,202,2.44,3,buy
2/10,2308,富邦證券,9600,208,555,-347,4.19,3,sell
2/10,2308,群益金鼎,9100,197,23,174,2.1,4,buy
2/10,2308,宏遠證券,1260,4,250,-246,2.97,4,sell
2/10,2308,統一,5850,230,73,157,1.89,5,buy
2/10,2308,元大證券,9800,427,582,-155,1.87,5,sell
2/10,2308,美林,1440,304,163,141,1.7,6,buy
2/10,2308,永豐金-匯立,0039004100380031,134,281,-147,1.77,6,sell
