date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
1/13,2330,統一,5850,1951,260,1691,5.33,1,buy
1/13,2330,富邦證券,9600,608,2375,-1767,5.57,1,sell
1/13,2330,兆豐證券,7000,1170,184,986,3.11,2,buy
1/13,2330,美林,1440,1301,2241,-940,2.96,2,sell
1/13,2330,美商高盛,1480,2055,1443,612,1.93,3,buy
1/13,2330,花旗環球,1590,372,790,-418,1.32,3,sell
1/13,2330,凱基,9200,920,506,414,1.3,4,buy
1/13,2330,港商麥格理,1360,1128,1398,-270,0.85,4,sell
1/13,2330,香港上海匯豐,8960,500,130,370,1.17,5,buy
1/13,2330,台新證券,8150,122,328,-206,0.65,5,sell
1/13,2330,宏遠證券,1260,441,125,316,1.0,6,buy
1/13,2330,摩根大通,8440,1603,1712,-109,0.34,6,sell
1/13,2330,永豐金-匯立,0039004100380031,497,182,315,0.99,7,buy
1/13,2330,統一-士林,003500380035004d,2,103,-101,0.32,7,sell
1/13,2330,港商野村,1560,301,22,279,0.88,8,buy
1/13,2330,元大-台北,0039003800300068,19,120,-101,0.32,8,sell
1/13,2330,永豐金證券,0039004100300030,471,269,202,0.64,9,buy
1/13,2330,富邦-建國,9658,16,97,-81,0.26,9,sell
1/13,2330,臺銀,1040,220,34,186,0.59,10,buy
1/13,2330,凱基-台北,9268,1123,1203,-80,0.25,10,sell
1/13,2330,法銀巴黎,8900,234,71,163,0.51,11,buy
1/13,2330,群益金鼎-大安,0039003100380065,128,194,-66,0.21,11,sell
1/13,2330,中國信託,6160,249,92,157,0.49,12,buy
1/13,2330,群益金鼎,9100,655,718,-63,0.2,12,sell
1/13,2330,華南永昌,9300,343,195,148,0.47,13,buy
1/13,2330,富邦-仁愛,9676,28,88,-60,0.19,13,sell
1/13,2330,新加坡商瑞銀,1650,3049,2905,144,0.45,14,buy
1/13,2330,群益金鼎-高盛,9105,10,66,-56,0.18,14,sell
1/13,2330,第一金-中山,5389,134,6,128,0.4,15,buy
1/13,2330,富邦-新板,0039003600310048,10,59,-49,0.15,15,sell
1/13,2317,摩根大通,8440,4250,2558,1692,3.78,1,buy
