date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
3/10,2330,元大證券,9800,3667,2122,1545,3.37,1,buy
3/10,2330,摩根大通,8440,3327,6428,-3101,6.77,1,sell
3/10,2330,花旗環球,1590,2040,662,1378,3.01,2,buy
3/10,2330,富邦證券,9600,1253,4102,-2849,6.22,2,sell
3/10,2330,美商高盛,1480,2328,1507,821,1.79,3,buy
3/10,2330,法銀巴黎,8900,211,1521,-1310,2.86,3,sell
3/10,2330,港商野村,1560,649,134,515,1.12,4,buy
3/10,2330,台灣摩根士丹利,1470,1061,2257,-1196,2.61,4,sell
3/10,2330,群益金鼎,9100,412,30,382,0.83,5,buy
3/10,2330,港商麥格理,1360,450,1007,-557,1.22,5,sell
3/10,2330,永豐金證券,0039004100300030,564,242,322,0.7,6,buy
3/10,2330,新加坡商瑞銀,1650,1457,2003,-546,1.19,6,sell
3/10,2330,凱基,9200,394,72,322,0.7,7,buy
3/10,2330,兆豐-南京,0037003000300050,217,522,-305,0.67,7,sell
3/10,2330,國泰-敦南,8888,640,382,258,0.56,8,buy
3/10,2330,國泰證券,8880,181,477,-296,0.65,8,sell
3/10,2330,香港上海匯豐,8960,360,125,235,0.51,9,buy
3/10,2330,宏遠證券,1260,83,337,-254,0.55,9,sell
3/10,2330,中國信託,6160,571,373,198,0.43,10,buy
3/10,2330,永豐金-匯立,0039004100380031,151,398,-247,0.54,10,sell
3/10,2330,元富,0039004200300030,493,318,175,0.38,11,buy
3/10,2330,國票-敦北法人,0037003700390063,64,268,-204,0.45,11,sell
3/10,2330,元大-台北,0039003800300068,159,24,135,0.29,12,buy
3/10,2330,彰銀,1230,16,203,-187,0.41,12,sell
3/10,2330,群益金鼎-大安,0039003100380065,140,13,127,0.28,13,buy
3/10,2330,凱基-城中,9227,11,187,-176,0.38,13,sell
3/10,2330,兆豐-鹿港,0037003000300066,108,6,102,0.22,14,buy
3/10,2330,富邦-台北,9623,119,206,-87,0.19,14,sell
