date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
1/12,2330,台新證券,8150,1263,41,1222,3.9,1,buy
1/12,2330,法銀巴黎,8900,104,3340,-3236,10.33,1,sell
1/12,2330,新加坡商瑞銀,1650,2351,1211,1140,3.64,2,buy
1/12,2330,摩根大通,8440,2196,3915,-1719,5.49,2,sell
1/12,2330,永豐金證券,0039004100300030,1251,116,1135,3.62,3,buy
1/12,2330,港商麥格理,1360,1,1624,-1623,5.18,3,sell
1/12,2330,台灣摩根士丹利,1470,3974,2854,1120,3.57,4,buy
1/12,2330,美林,1440,719,2260,-1541,4.92,4,sell
1/12,2330,群益金鼎,9100,1099,93,1006,3.21,5,buy
1/12,2330,永豐金-匯立,0039004100380031,123,1112,-989,3.16,5,sell
1/12,2330,花旗環球,1590,1037,476,561,1.79,6,buy
1/12,2330,元大證券,9800,902,1639,-737,2.35,6,sell
1/12,2330,統一,5850,617,96,521,1.66,7,buy
1/12,2330,香港上海匯豐,8960,11,643,-632,2.02,7,sell
1/12,2330,富邦證券,9600,602,189,413,1.32,8,buy
1/12,2330,港商野村,1560,45,371,-326,1.04,8,sell
1/12,2330,凱基,9200,477,138,339,1.08,9,buy
1/12,2330,國泰-高雄,8881,26,271,-245,0.78,9,sell
1/12,2330,富邦-台北,9623,345,17,328,1.05,10,buy
1/12,2330,美商高盛,1480,1447,1683,-236,0.75,10,sell
1/12,2330,中國信託,6160,406,93,313,1.0,11,buy
1/12,2330,合庫證券,1020,17,162,-145,0.46,11,sell
1/12,2330,兆豐-新竹,0037003000300056,291,11,280,0.89,12,buy
1/12,2330,元大-仁愛,003900380033006a,17,117,-100,0.32,12,sell
1/12,2330,群益金鼎-大安,0039003100380065,343,65,278,0.89,13,buy
1/12,2330,元富-台中,5925,34,123,-89,0.28,13,sell
1/12,2330,大和國泰,8890,258,21,237,0.76,14,buy
1/12,2330,華南永昌,9300,158,230,-72,0.23,14,sell
1/12,2330,宏遠-館前,0031003200360055,181,10,171,0.55,15,buy
1/12,2330,合庫-台中,1021,12,69,-57,0.18,15,sell
1/12,2317,新加坡商瑞銀,1650,2225,1092,1133,3.47,1,buy
1/12,2317,美商高盛,1480,911,5799,-4888,14.95,1,sell
1/12,2317,兆豐-南門,0037003000300067,458,0,458,1.4,2,buy
1/12,2317,摩根大通,8440,231,2630,-2399,7.34,2,sell
1/12,2317,群益金鼎-古亭,0039003100380043,468,16,452,1.38,3,buy
1/12,2317,台灣摩根士丹利,1470,578,2356,-1778,5.44,3,sell
1/12,2317,台新證券,8150,700,326,374,1.14,4,buy
1/12,2317,花旗環球,1590,542,1577,-1035,3.17,4,sell
1/12,2317,富邦-建國,9658,367,34,333,1.02,5,buy
1/12,2317,元大證券,9800,601,1355,-754,2.31,5,sell
1/12,2317,香港上海匯豐,8960,358,51,307,0.94,6,buy
1/12,2317,華南永昌,9300,56,628,-572,1.75,6,sell
1/12,2317,國泰-敦南,8888,736,467,269,0.82,7,buy
1/12,2317,兆豐證券,7000,78,581,-503,1.54,7,sell
1/12,2317,兆豐-來福,0037003000300043,240,8,232,0.71,8,buy
1/12,2317,永豐金-市政,0039004100390057,86,415,-329,1.01,8,sell
1/12,2317,富邦-仁愛,9676,256,38,218,0.67,9,buy
1/12,2317,統一,5850,106,418,-312,0.95,9,sell
1/12,2317,元大-松江,9801,177,10,167,0.51,10,buy
1/12,2317,美林,1440,957,1232,-275,0.84,10,sell
1/12,2317,新光,8560,227,105,122,0.37,11,buy
1/12,2317,群益金鼎,9100,13,271,-258,0.79,11,sell
1/12,2317,富邦-南員林,0039003600310052,144,35,109,0.33,12,buy
1/12,2317,永豐金-台南,0039004100390068,58,276,-218,0.67,12,sell
