date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
3/04,2330,中國信託,6160,1665,571,1094,1.32,1,buy
3/04,2330,美商高盛,1480,2259,8190,-5931,7.17,1,sell
3/04,2330,國泰-敦南,8888,1548,614,934,1.13,2,buy
3/04,2330,台灣摩根士丹利,1470,1480,5918,-4438,5.36,2,sell
3/04,2330,凱基,9200,1018,239,779,0.94,3,buy
3/04,2330,美林,1440,1648,5799,-4151,5.01,3,sell
3/04,2330,臺銀,1040,485,71,414,0.5,4,buy
3/04,2330,港商麥格理,1360,458,3443,-2985,3.61,4,sell
3/04,2330,國泰證券,8880,586,216,370,0.45,5,buy
3/04,2330,新加坡商瑞銀,1650,2167,4613,-2446,2.95,5,sell
3/04,2330,第一金,5380,470,126,344,0.42,6,buy
3/04,2330,富邦證券,9600,1121,3212,-2091,2.53,6,sell
3/04,2330,玉山證券,8840,434,106,328,0.4,7,buy
3/04,2330,花旗環球,1590,2146,3980,-1834,2.22,7,sell
3/04,2330,土銀,1030,344,20,324,0.39,8,buy
3/04,2330,元大證券,9800,5548,6788,-1240,1.5,8,sell
3/04,2330,國泰-台中,8882,448,153,295,0.36,9,buy
3/04,2330,香港上海匯豐,8960,79,1241,-1162,1.4,9,sell
3/04,2330,富邦-仁愛,9676,445,161,284,0.34,10,buy
3/04,2330,凱基-台北,9268,1217,1944,-727,0.88,10,sell
3/04,2330,彰銀,1230,299,18,281,0.34,11,buy
3/04,2330,永豐金-匯立,0039004100380031,800,1335,-535,0.65,11,sell
3/04,2330,華南永昌,9300,518,247,271,0.33,12,buy
3/04,2330,摩根大通,8440,6167,6644,-477,0.58,12,sell
3/04,2330,國泰-板橋,003800380038004b,385,126,259,0.31,13,buy
3/04,2330,統一,5850,495,862,-367,0.44,13,sell
3/04,2330,富邦-南京,0039003600310043,329,103,226,0.27,14,buy
3/04,2330,兆豐-南京,0037003000300050,244,597,-353,0.43,14,sell
3/04,2330,台新證券,8150,518,307,211,0.25,15,buy
3/04,2330,元富,0039004200300030,526,876,-350,0.42,15,sell
3/04,2317,永豐金-匯立,0039004100380031,2532,401,2131,1.74,1,buy
3/04,2317,美商高盛,1480,6761,20405,-13644,11.16,1,sell
3/04,2317,國泰-敦南,8888,1883,849,1034,0.85,2,buy
3/04,2317,新加坡商瑞銀,1650,1396,6991,-5595,4.57,2,sell
3/04,2317,福邦證券,6480,735,4,731,0.6,3,buy
3/04,2317,摩根大通,8440,1061,5373,-4312,3.53,3,sell
3/04,2317,美林,1440,6941,6319,622,0.51,4,buy
3/04,2317,港商麥格理,1360,605,4276,-3671,3.0,4,sell
3/04,2317,統一,5850,1751,1303,448,0.37,5,buy
3/04,2317,凱基-台北,9268,2808,6165,-3357,2.74,5,sell
3/04,2317,統一-新竹,5857,425,23,402,0.33,6,buy
3/04,2317,富邦證券,9600,184,3460,-3276,2.68,6,sell
3/04,2317,新光,8560,807,417,390,0.32,7,buy
3/04,2317,台灣摩根士丹利,1470,4184,6935,-2751,2.25,7,sell
3/04,2317,中國信託,6160,538,225,313,0.26,8,buy
3/04,2317,元大證券,9800,9140,10875,-1735,1.42,8,sell
3/04,2317,國泰-台中,8882,551,263,288,0.24,9,buy
3/04,2317,港商野村,1560,64,1174,-1110,0.91,9,sell
3/04,2317,國泰-板橋,003800380038004b,528,244,284,0.23,10,buy
