date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
1/02,2330,富邦證券,9600,5396,850,4546,11.57,1,buy
1/02,2330,新加坡商瑞銀,1650,833,3211,-2378,6.05,1,sell
1/02,2330,元大證券,9800,2608,266,2342,5.96,2,buy
1/02,2330,美商高盛,1480,1414,3558,-2144,5.45,2,sell
1/02,2330,港商麥格理,1360,2770,429,2341,5.96,3,buy
1/02,2330,花旗環球,1590,113,2088,-1975,5.02,3,sell
1/02,2330,台灣摩根士丹利,1470,2593,1088,1505,3.83,4,buy
1/02,2330,港商野村,1560,347,2248,-1901,4.84,4,sell
1/02,2330,群益金鼎,9100,1853,505,1348,3.43,5,buy
1/02,2330,大和國泰,8890,4,1854,-1850,4.71,5,sell
1/02,2330,凱基-台北,9268,1603,419,1184,3.01,6,buy
1/02,2330,美林,1440,755,2493,-1738,4.42,6,sell
1/02,2330,統一,5850,1466,354,1112,2.83,7,buy
1/02,2330,兆豐-公益,003700300030004a,1,351,-350,0.89,7,sell
1/02,2330,中國信託,6160,829,69,760,1.93,8,buy
1/02,2330,凱基-雙和,0039003200300043,2,329,-327,0.83,8,sell
1/02,2330,台新證券,8150,855,156,699,1.78,9,buy
1/02,2330,凱基,9200,180,448,-268,0.68,9,sell
1/02,2330,國泰證券,8880,684,28,656,1.67,10,buy
1/02,2330,摩根大通,8440,1312,1498,-186,0.47,10,sell
1/02,2330,永豐金證券,0039004100300030,681,362,319,0.81,11,buy
1/02,2330,國泰-敦南,8888,185,299,-114,0.29,11,sell
1/02,2330,宏遠證券,1260,357,74,283,0.72,12,buy
1/02,2330,元大-新盛,9869,6,110,-104,0.26,12,sell
1/02,2330,元富,5920,258,43,215,0.55,13,buy
1/02,2330,華南永昌-中正,9359,217,310,-93,0.24,13,sell
1/02,2330,華南永昌,9300,249,45,204,0.52,14,buy
1/02,2330,群益金鼎-瑞豐,0039003100380075,1,77,-76,0.19,14,sell
1/02,2330,兆豐-新竹,0037003000300056,164,17,147,0.37,15,buy
1/02,2330,統一-新台中,0035003800350044,91,165,-74,0.19,15,sell
1/02,2317,美林,1440,4619,602,4017,6.83,1,buy
1/02,2317,群益金鼎,9100,543,13029,-12486,21.24,1,sell
1/02,2317,凱基,9200,3841,792,3049,5.19,2,buy
1/02,2317,大和國泰,8890,120,2521,-2401,4.09,2,sell
1/02,2317,美商高盛,1480,5280,2495,2785,4.74,3,buy
1/02,2317,元富,5920,107,2412,-2305,3.92,3,sell
1/02,2317,台灣摩根士丹利,1470,2871,280,2591,4.41,4,buy
1/02,2317,國票-敦北法人,0037003700390063,266,2517,-2251,3.83,4,sell
1/02,2317,新加坡商瑞銀,1650,4181,1611,2570,4.37,5,buy
1/02,2317,統一,5850,639,2609,-1970,3.35,5,sell
1/02,2317,富邦證券,9600,2553,50,2503,4.26,6,buy
1/02,2317,摩根大通,8440,820,2313,-1493,2.54,6,sell
1/02,2317,凱基-台北,9268,2733,859,1874,3.19,7,buy
1/02,2317,花旗環球,1590,0,615,-615,1.05,7,sell
1/02,2317,宏遠證券,1260,2005,438,1567,2.67,8,buy
1/02,2317,合庫證券,1020,47,643,-596,1.01,8,sell
1/02,2317,元大證券,9800,2692,1454,1238,2.11,9,buy
1/02,2317,兆豐-岡山,0037003000300073,41,461,-420,0.71,9,sell
1/02,2317,國票-南京,003700370039006e,1018,7,1011,1.72,10,buy
1/02,2317,宏遠-台南,0031003200360044,22,399,-377,0.64,10,sell
1/02,2317,永豐金-匯立,0039004100380031,773,11,762,1.3,11,buy
1/02,2317,兆豐-忠孝,0037003000300061,129,383,-254,0.43,11,sell
1/02,2317,兆豐證券,7000,603,16,587,1.0,12,buy
1/02,2317,第一金-忠孝,0035003300380044,8,262,-254,0.43,12,sell
1/02,2317,永豐金證券,0039004100300030,844,288,556,0.95,13,buy
1/02,2317,華南永昌-高雄,9303,42,285,-243,0.41,13,sell
1/02,2317,港商野村,1560,548,3,545,0.93,14,buy
1/02,2317,合庫-台中,1021,55,297,-242,0.41,14,sell
1/02,2317,華南永昌,9300,835,459,376,0.64,15,buy
1/02,2317,中國信託,6160,57,272,-215,0.37,15,sell
1/02,2454,永豐金證券,0039004100300030,849,52,797,6.52,1,buy
1/02,2454,台灣摩根士丹利,1470,128,907,-779,6.38,1,sell
1/02,2454,台灣企銀,1110,636,3,633,5.18,2,buy
1/02,2454,美商高盛,1480,452,1022,-570,4.67,2,sell
1/02,2454,統一,5850,590,86,504,4.13,3,buy
1/02,2454,凱基-台北,9268,871,1272,-401,3.28,3,sell
1/02,2454,花旗環球,1590,491,31,460,3.76,4,buy
1/02,2454,港商麥格理,1360,26,336,-310,2.54,4,sell
1/02,2454,宏遠證券,1260,424,8,416,3.4,5,buy
1/02,2454,福邦證券,6480,0,126,-126,1.03,5,sell
1/02,2454,國泰證券,8880,367,5,362,2.96,6,buy
1/02,2454,富邦證券,9600,180,275,-95,0.78,6,sell
1/02,2454,凱基,9200,387,100,287,2.35,7,buy
1/02,2454,港商野村,1560,4,97,-93,0.76,7,sell
1/02,2454,元大證券,9800,675,409,266,2.18,8,buy
