date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
2/09,2330,美商高盛,1480,5636,734,4902,12.76,1,buy
2/09,2330,美林,1440,3862,14059,-10197,26.54,1,sell
2/09,2330,台灣摩根士丹利,1470,3151,332,2819,7.34,2,buy
2/09,2330,臺銀,1040,21,1053,-1032,2.69,2,sell
2/09,2330,新加坡商瑞銀,1650,3423,627,2796,7.28,3,buy
2/09,2330,永豐金-匯立,0039004100380031,513,1515,-1002,2.61,3,sell
2/09,2330,摩根大通,8440,2510,776,1734,4.51,4,buy
2/09,2330,港商麥格理,1360,576,903,-327,0.85,4,sell
2/09,2330,元大證券,9800,2041,727,1314,3.42,5,buy
2/09,2330,國泰-敦南,8888,182,401,-219,0.57,5,sell
2/09,2330,國泰證券,8880,828,68,760,1.98,6,buy
2/09,2330,彰銀,1230,6,198,-192,0.5,6,sell
2/09,2330,凱基-台北,9268,1069,339,730,1.9,7,buy
2/09,2330,華南永昌,9300,148,337,-189,0.49,7,sell
2/09,2330,花旗環球,1590,1212,509,703,1.83,8,buy
2/09,2330,宏遠證券,1260,69,240,-171,0.45,8,sell
2/09,2330,永豐金證券,0039004100300030,797,155,642,1.67,9,buy
2/09,2330,台中銀,6110,5,130,-125,0.33,9,sell
2/09,2330,凱基,9200,637,86,551,1.43,10,buy
2/09,2330,台新證券,8150,167,261,-94,0.24,10,sell
2/09,2330,港商野村,1560,457,157,300,0.78,11,buy
2/09,2330,華南永昌-忠孝,9325,3,92,-89,0.23,11,sell
2/09,2330,中國信託,6160,255,57,198,0.52,12,buy
2/09,2330,華南永昌-中正,9359,55,137,-82,0.21,12,sell
2/09,2330,元大-中和,0039003800390065,206,19,187,0.49,13,buy
2/09,2330,香港上海匯豐,8960,181,261,-80,0.21,13,sell
2/09,2330,富邦證券,9600,933,747,186,0.48,14,buy
2/09,2330,國泰-台中,8882,46,122,-76,0.2,14,sell
2/09,2330,群益金鼎-敦南,9101,199,18,181,0.47,15,buy
2/09,2330,中國信託-永康,6163,9,81,-72,0.19,15,sell
2/09,2317,美商高盛,1480,3977,1190,2787,9.04,1,buy
2/09,2317,元大證券,9800,1147,1997,-850,2.76,1,sell
2/09,2317,摩根大通,8440,1720,560,1160,3.76,2,buy
2/09,2317,香港上海匯豐,8960,179,916,-737,2.39,2,sell
2/09,2317,新加坡商瑞銀,1650,4105,2948,1157,3.75,3,buy
2/09,2317,統一,5850,82,526,-444,1.44,3,sell
2/09,2317,台灣摩根士丹利,1470,1661,690,971,3.15,4,buy
2/09,2317,富邦-台南,9667,17,399,-382,1.24,4,sell
2/09,2317,美林,1440,1744,832,912,2.96,5,buy
2/09,2317,統一-南京,0035003800350055,128,388,-260,0.84,5,sell
2/09,2317,港商麥格理,1360,583,76,507,1.64,6,buy
2/09,2317,元大-豐原站前,0039003800390057,8,257,-249,0.81,6,sell
2/09,2317,台新證券,8150,733,342,391,1.27,7,buy
2/09,2317,富邦證券,9600,357,567,-210,0.68,7,sell
2/09,2317,元大-沙鹿,0039003800300064,286,16,270,0.88,8,buy
2/09,2317,永豐金證券,0039004100300030,101,268,-167,0.54,8,sell
2/09,2317,凱基,9200,260,5,255,0.83,9,buy
2/09,2317,國泰-敦南,8888,373,539,-166,0.54,9,sell
2/09,2317,港商野村,1560,325,104,221,0.72,10,buy
2/09,2317,永豐金-敦南,0039004100380046,16,151,-135,0.44,10,sell
2/09,2317,元大-士林,003900380031006a,250,33,217,0.7,11,buy
2/09,2317,永豐金-萬盛,0039004100390032,15,127,-112,0.36,11,sell
2/09,2317,凱基-中山,9229,144,9,135,0.44,12,buy
2/09,2317,兆豐證券,7000,38,138,-100,0.32,12,sell
2/09,2317,凱基-高美館,9215,118,16,102,0.33,13,buy
2/09,2317,合庫-台中,1021,18,115,-97,0.31,13,sell
2/09,2317,永豐金-市政,0039004100390057,120,32,88,0.29,14,buy
2/09,2317,花旗環球,1590,257,350,-93,0.3,14,sell
2/09,2317,台新-高雄,0038003100350041,133,47,86,0.28,15,buy
2/09,2317,新光,8560,151,239,-88,0.29,15,sell
2/09,2454,台灣摩根士丹利,1470,1394,259,1135,8.87,1,buy
2/09,2454,國泰-敦南,8888,78,263,-185,1.45,1,sell
2/09,2454,美商高盛,1480,1462,675,787,6.15,2,buy
2/09,2454,國泰-館前,0038003800380041,17,162,-145,1.13,2,sell
2/09,2454,摩根大通,8440,863,101,762,5.96,3,buy
2/09,2454,元富,0039004200300030,22,153,-131,1.02,3,sell
2/09,2454,美林,1440,604,91,513,4.01,4,buy
2/09,2454,台新證券,8150,64,177,-113,0.88,4,sell
2/09,2454,永豐金證券,0039004100300030,474,122,352,2.75,5,buy
2/09,2454,國泰證券,8880,237,331,-94,0.73,5,sell
2/09,2454,統一,5850,450,141,309,2.42,6,buy
2/09,2454,宏遠證券,1260,12,105,-93,0.73,6,sell
2/09,2454,港商野村,1560,301,2,299,2.34,7,buy
2/09,2454,兆豐-桃鶯,0037003000300055,2,83,-81,0.63,7,sell
2/09,2454,元大證券,9800,884,633,251,1.96,8,buy
2/09,2454,國泰-松江,8883,15,81,-66,0.52,8,sell
2/09,2454,群益金鼎,9100,290,52,238,1.86,9,buy
2/09,2454,第一金,5380,12,76,-64,0.5,9,sell
2/09,2454,中國信託,6160,224,22,202,1.58,10,buy
2/09,2454,元大-大天母,9893,3,57,-54,0.42,10,sell
2/09,2454,香港上海匯豐,8960,154,6,148,1.16,11,buy
2/09,2454,富邦-仁愛,9676,11,62,-51,0.4,11,sell
2/09,2454,凱基,9200,132,19,113,0.88,12,buy
2/09,2454,大和國泰,8890,10,61,-51,0.4,12,sell
2/09,2454,永豐金-匯立,0039004100380031,161,94,67,0.52,13,buy
2/09,2454,凱基-長庚,9233,4,52,-48,0.38,13,sell
2/09,2454,凱基-三重,9205,72,7,65,0.51,14,buy
2/09,2454,玉山-高雄,8843,10,57,-47,0.37,14,sell
2/09,2454,富邦證券,9600,71,14,57,0.45,15,buy
2/09,2454,富邦-新竹,9647,5,51,-46,0.36,15,sell
2/09,2308,美商高盛,1480,2027,219,1808,19.89,1,buy
2/09,2308,港商麥格理,1360,174,2063,-1889,20.78,1,sell
2/09,2308,新加坡商瑞銀,1650,997,725,272,2.99,2,buy
2/09,2308,摩根大通,8440,130,1097,-967,10.64,2,sell
2/09,2308,永豐金-匯立,0039004100380031,232,19,213,2.34,3,buy
2/09,2308,臺銀,1040,5,145,-140,1.54,3,sell
2/09,2308,元富-台中,0039004200320035,172,6,166,1.83,4,buy
2/09,2308,美林,1440,290,415,-125,1.37,4,sell
2/09,2308,康和,8450,142,0,142,1.56,5,buy
2/09,2308,元富,0039004200300030,74,189,-115,1.26,5,sell
2/09,2308,永豐金證券,0039004100300030,189,63,126,1.39,6,buy
2/09,2308,凱基-台北,9268,393,506,-113,1.24,6,sell
2/09,2308,中國信託,6160,128,14,114,1.25,7,buy
2/09,2308,台新證券,8150,25,100,-75,0.82,7,sell
2/09,2308,元大證券,9800,539,429,110,1.21,8,buy
2/09,2308,元大-蘆洲中正,0039003800390049,3,29,-26,0.29,8,sell
2/09,2308,兆豐-三重,7008,67,0,67,0.74,9,buy
2/09,2308,兆豐證券,7000,13,38,-25,0.27,9,sell
2/09,2308,元富-台南,0039004200320039,60,0,60,0.66,10,buy
2/09,2308,第一金,5380,3,25,-22,0.24,10,sell
2/09,2308,永豐金-板新,003900410039004a,54,1,53,0.58,11,buy
2/09,2308,大和國泰,8890,38,59,-21,0.23,11,sell
2/09,2308,凱基-中山,9229,64,12,52,0.57,12,buy
2/09,2308,群益金鼎-台中,9184,2,23,-21,0.23,12,sell
2/09,2308,第一金-中山,5389,50,0,50,0.55,13,buy
2/09,2308,兆豐-桃鶯,0037003000300055,0,20,-20,0.22,13,sell
2/09,2308,凱基,9200,62,30,32,0.35,14,buy
