date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
1/08,2330,富邦證券,9600,3199,512,2687,8.79,1,buy
1/08,2330,港商麥格理,1360,197,2031,-1834,6.0,1,sell
1/08,2330,美商高盛,1480,2293,1333,960,3.14,2,buy
1/08,2330,法銀巴黎,8900,357,1225,-868,2.84,2,sell
1/08,2330,永豐金證券,0039004100300030,1035,403,632,2.07,3,buy
1/08,2330,台灣摩根士丹利,1470,1805,2316,-511,1.67,3,sell
1/08,2330,統一,5850,768,145,623,2.04,4,buy
1/08,2330,永豐金-匯立,0039004100380031,225,709,-484,1.58,4,sell
1/08,2330,元富,5920,549,62,487,1.59,5,buy
1/08,2330,富邦-新竹,9647,33,290,-257,0.84,5,sell
1/08,2330,美林,1440,1133,652,481,1.57,6,buy
1/08,2330,群益金鼎,9100,236,471,-235,0.77,6,sell
1/08,2330,國泰證券,8880,464,29,435,1.42,7,buy
1/08,2330,兆豐-新竹,0037003000300056,13,244,-231,0.76,7,sell
1/08,2330,凱基-台北,9268,1298,983,315,1.03,8,buy
1/08,2330,華南永昌-古亭,9309,6,236,-230,0.75,8,sell
1/08,2330,凱基,9200,474,159,315,1.03,9,buy
1/08,2330,港商野村,1560,506,697,-191,0.62,9,sell
1/08,2330,台新證券,8150,418,122,296,0.97,10,buy
1/08,2330,花旗環球,1590,1339,1467,-128,0.42,10,sell
1/08,2330,宏遠證券,1260,301,13,288,0.94,11,buy
1/08,2330,國泰-敦南,8888,157,281,-124,0.41,11,sell
1/08,2330,香港上海匯豐,8960,849,584,265,0.87,12,buy
1/08,2330,高橋,5320,3,118,-115,0.38,12,sell
1/08,2330,摩根大通,8440,1527,1282,245,0.8,13,buy
1/08,2330,元大-新盛,9869,3,108,-105,0.34,13,sell
1/08,2330,元大證券,9800,1002,843,159,0.52,14,buy
1/08,2330,元大-仁愛,003900380033006a,16,115,-99,0.32,14,sell
1/08,2330,兆豐-鹿港,0037003000300066,147,5,142,0.46,15,buy
1/08,2330,元大-竹南,0039003800330056,10,107,-97,0.32,15,sell
1/08,2317,凱基,9200,3210,1051,2159,2.42,1,buy
1/08,2317,美商高盛,1480,3309,12334,-9025,10.12,1,sell
1/08,2317,國泰-敦南,8888,1857,708,1149,1.29,2,buy
1/08,2317,新加坡商瑞銀,1650,2038,8479,-6441,7.22,2,sell
1/08,2317,中國信託,6160,1288,180,1108,1.24,3,buy
1/08,2317,花旗環球,1590,513,6582,-6069,6.8,3,sell
1/08,2317,第一金-中山,5389,635,10,625,0.7,4,buy
1/08,2317,美林,1440,644,4910,-4266,4.78,4,sell
1/08,2317,新光,8560,793,313,480,0.54,5,buy
1/08,2317,摩根大通,8440,1055,5198,-4143,4.64,5,sell
1/08,2317,港商野村,1560,765,372,393,0.44,6,buy
1/08,2317,元大證券,9800,2430,5816,-3386,3.8,6,sell
1/08,2317,元大-華山,0039003800310055,336,9,327,0.37,7,buy
1/08,2317,台灣摩根士丹利,1470,1576,3379,-1803,2.02,7,sell
1/08,2317,富邦-建國,9658,374,81,293,0.33,8,buy
1/08,2317,富邦證券,9600,220,1449,-1229,1.38,8,sell
1/08,2317,臺銀,1040,398,109,289,0.32,9,buy
1/08,2317,兆豐-鹿港,0037003000300066,91,1164,-1073,1.2,9,sell
1/08,2317,台新證券,8150,617,328,289,0.32,10,buy
1/08,2317,元富,5920,321,990,-669,0.75,10,sell
1/08,2317,香港上海匯豐,8960,390,114,276,0.31,11,buy
1/08,2317,凱基-台北,9268,1756,2420,-664,0.74,11,sell
1/08,2317,群益金鼎-古亭,0039003100380043,304,40,264,0.3,12,buy
1/08,2317,國泰證券,8880,38,654,-616,0.69,12,sell
1/08,2317,台新-台中,0038003100350042,326,69,257,0.29,13,buy
1/08,2317,第一金-新竹,0035003300380042,49,624,-575,0.64,13,sell
1/08,2317,永豐金證券,0039004100300030,1582,1328,254,0.28,14,buy
1/08,2317,大和國泰,8890,0,428,-428,0.48,14,sell
1/08,2317,玉山-台中,0038003800340042,265,17,248,0.28,15,buy
1/08,2317,群益金鼎,9100,140,484,-344,0.39,15,sell
1/08,2454,凱基-台北,9268,1016,230,786,8.68,1,buy
1/08,2454,美商高盛,1480,149,909,-760,8.39,1,sell
1/08,2454,元大-台北,0039003800300068,113,5,108,1.19,2,buy
1/08,2454,摩根大通,8440,242,706,-464,5.12,2,sell
1/08,2454,第一金,5380,107,0,107,1.18,3,buy
1/08,2454,元大證券,9800,329,663,-334,3.69,3,sell
1/08,2454,國泰-敦南,8888,149,66,83,0.92,4,buy
1/08,2454,中國信託,6160,82,336,-254,2.8,4,sell
1/08,2454,港商野村,1560,135,65,70,0.77,5,buy
1/08,2454,美林,1440,329,547,-218,2.41,5,sell
1/08,2454,第一金-中山,5389,68,1,67,0.74,6,buy
1/08,2454,華南永昌,9300,14,226,-212,2.34,6,sell
1/08,2454,(牛牛牛)亞證券,6010,63,0,63,0.7,7,buy
1/08,2454,永豐金證券,0039004100300030,180,382,-202,2.23,7,sell
1/08,2454,合庫-高雄,1023,50,4,46,0.51,8,buy
1/08,2454,凱基,9200,12,183,-171,1.89,8,sell
1/08,2454,國票-敦北法人,0037003700390063,40,1,39,0.43,9,buy
1/08,2454,永豐金-匯立,0039004100380031,26,191,-165,1.82,9,sell
1/08,2454,台新證券,8150,82,47,35,0.39,10,buy
1/08,2454,凱基-彰化,0039003200300047,2,120,-118,1.3,10,sell
1/08,2454,玉山證券,8840,50,17,33,0.36,11,buy
1/08,2454,群益金鼎,9100,6,96,-90,0.99,11,sell
1/08,2454,彰銀,1230,34,2,32,0.35,12,buy
1/08,2454,統一,5850,38,114,-76,0.84,12,sell
1/08,2454,聯邦-興中,8587,29,1,28,0.31,13,buy
1/08,2454,新加坡商瑞銀,1650,625,697,-72,0.8,13,sell
1/08,2454,康和,8450,28,1,27,0.3,14,buy
1/08,2454,港商麥格理,1360,70,137,-67,0.74,14,sell
1/08,2454,兆豐-新竹,0037003000300056,27,2,25,0.28,15,buy
1/08,2454,國泰證券,8880,12,73,-61,0.67,15,sell
1/08,2308,永豐金-匯立,0039004100380031,701,84,617,6.52,1,buy
1/08,2308,美商高盛,1480,306,1648,-1342,14.18,1,sell
1/08,2308,大和國泰,8890,598,0,598,6.32,2,buy
1/08,2308,元大證券,9800,338,709,-371,3.92,2,sell
1/08,2308,台灣摩根士丹利,1470,771,230,541,5.72,3,buy
1/08,2308,凱基-文心,9297,1,242,-241,2.55,3,sell
1/08,2308,摩根大通,8440,809,302,507,5.36,4,buy
1/08,2308,群益金鼎,9100,8,135,-127,1.34,4,sell
1/08,2308,富邦證券,9600,491,71,420,4.44,5,buy
1/08,2308,宏遠-民生,1261,0,117,-117,1.24,5,sell
1/08,2308,兆豐證券,7000,313,17,296,3.13,6,buy
1/08,2308,美林,1440,117,228,-111,1.17,6,sell
1/08,2308,花旗環球,1590,317,29,288,3.04,7,buy
1/08,2308,永豐金-台南,0039004100390068,3,108,-105,1.11,7,sell
1/08,2308,永豐金證券,0039004100300030,475,224,251,2.65,8,buy
1/08,2308,第一金,5380,1,94,-93,0.98,8,sell
1/08,2308,新加坡商瑞銀,1650,657,408,249,2.63,9,buy
1/08,2308,統一,5850,27,119,-92,0.97,9,sell
1/08,2308,港商野村,1560,364,123,241,2.55,10,buy
1/08,2308,群益金鼎-忠孝,0039003100380057,1,84,-83,0.88,10,sell
1/08,2308,凱基-台北,9268,665,494,171,1.81,11,buy
1/08,2308,兆豐-內湖,0037003000300071,1,53,-52,0.55,11,sell
1/08,2308,港商麥格理,1360,152,25,127,1.34,12,buy
1/08,2308,統一-桃園,0035003800350048,1,51,-50,0.53,12,sell
1/08,2308,國泰證券,8880,126,29,97,1.02,13,buy
1/08,2308,凱基-台南,9211,1,49,-48,0.51,13,sell
1/08,2308,群益金鼎-台中,9184,40,0,40,0.42,14,buy
1/08,2308,富邦-新店,9661,4,46,-42,0.44,14,sell
1/08,2308,統一-士林,003500380035004d,21,2,19,0.2,15,buy
1/08,2308,元大-彰化,0039003800310047,6,42,-36,0.38,15,sell
1/08,2382,大和國泰,8890,1850,108,1742,7.03,1,buy
1/08,2382,台灣摩根士丹利,1470,371,4509,-4138,16.7,1,sell
1/08,2382,摩根大通,8440,1909,707,1202,4.85,2,buy
1/08,2382,永豐金-匯立,0039004100380031,58,2932,-2874,11.6,2,sell
1/08,2382,凱基-台北,9268,1988,860,1128,4.55,3,buy
1/08,2382,群益金鼎-中山,0039003100380048,13,2009,-1996,8.06,3,sell
1/08,2382,玉山證券,8840,838,30,808,3.26,4,buy
1/08,2382,美林,1440,381,714,-333,1.34,4,sell
1/08,2382,統一,5850,844,44,800,3.23,5,buy
1/08,2382,元大-館前,003900380034004b,26,305,-279,1.13,5,sell
1/08,2382,凱基,9200,590,16,574,2.32,6,buy
1/08,2382,美商高盛,1480,1093,1369,-276,1.11,6,sell
1/08,2382,兆豐-公益,003700300030004a,494,2,492,1.99,7,buy
1/08,2382,新加坡商瑞銀,1650,1266,1540,-274,1.11,7,sell
1/08,2382,宏遠證券,1260,551,142,409,1.65,8,buy
1/08,2382,元大證券,9800,357,615,-258,1.04,8,sell
1/08,2382,國票-敦北法人,0037003700390063,274,6,268,1.08,9,buy
1/08,2382,群益金鼎-大安,0039003100380065,24,201,-177,0.71,9,sell
1/08,2382,富邦證券,9600,508,300,208,0.84,10,buy
1/08,2382,群益金鼎-古亭,0039003100380043,16,161,-145,0.59,10,sell
1/08,2382,永豐金-萬盛,0039004100390032,210,5,205,0.83,11,buy
1/08,2382,兆豐-南門,0037003000300067,2,131,-129,0.52,11,sell
1/08,2382,永豐金證券,0039004100300030,264,81,183,0.74,12,buy
1/08,2382,群益金鼎,9100,103,215,-112,0.45,12,sell
1/08,2382,元富-信義,0035003900320048,200,20,180,0.73,13,buy
1/08,2382,富邦-南京,0039003600310043,24,134,-110,0.44,13,sell
1/08,2382,富邦-仁愛,9676,140,23,117,0.47,14,buy
1/08,2382,兆豐-復興,0037003000300070,1,110,-109,0.44,14,sell
1/08,2382,臺銀,1040,126,11,115,0.46,15,buy
1/08,2382,華南永昌-小港,9323,11,97,-86,0.35,15,sell
1/08,2891,台灣摩根士丹利,1470,3740,363,3377,17.26,1,buy
1/08,2891,新加坡商瑞銀,1650,248,4922,-4674,23.89,1,sell
1/08,2891,美商高盛,1480,2680,843,1837,9.39,2,buy
1/08,2891,玉山證券,8840,9,2065,-2056,10.51,2,sell
1/08,2891,摩根大通,8440,2647,858,1789,9.14,3,buy
1/08,2891,群益金鼎,9100,1272,2713,-1441,7.36,3,sell
1/08,2891,富邦證券,9600,761,1,760,3.88,4,buy
1/08,2891,美林,1440,122,1162,-1040,5.31,4,sell
1/08,2891,港商麥格理,1360,534,0,534,2.73,5,buy
1/08,2891,元富,5920,0,1019,-1019,5.21,5,sell
1/08,2891,港商野村,1560,499,6,493,2.52,6,buy
1/08,2891,香港上海匯豐,8960,148,439,-291,1.49,6,sell
1/08,2891,兆豐-新竹,0037003000300056,417,0,417,2.13,7,buy
1/08,2891,元大-忠孝鼎富,0039003800320046,0,261,-261,1.33,7,sell
1/08,2891,凱基-台北,9268,674,267,407,2.08,8,buy
1/08,2891,華南永昌-高雄,9303,3,205,-202,1.03,8,sell
1/08,2891,臺銀,1040,269,18,251,1.28,9,buy
1/08,2891,合庫-台中,1021,5,170,-165,0.84,9,sell
1/08,2891,法銀巴黎,8900,247,0,247,1.26,10,buy
1/08,2891,兆豐-天母,003700300030004c,0,130,-130,0.66,10,sell
1/08,2891,永豐金-匯立,0039004100380031,235,0,235,1.2,11,buy
1/08,2891,國票-桃園,0037003700390072,5,122,-117,0.6,11,sell
1/08,2891,花旗環球,1590,195,0,195,1.0,12,buy
1/08,2891,統一,5850,32,85,-53,0.27,12,sell
1/08,2891,永豐金證券,0039004100300030,207,39,168,0.86,13,buy
1/08,2891,元大-永春,9852,4,50,-46,0.24,13,sell
1/08,2891,中國信託-文心,6164,118,11,107,0.55,14,buy
1/08,2891,新光-台中,8561,24,67,-43,0.22,14,sell
1/08,2891,永豐金-鳳山,0039004100360031,101,1,100,0.51,15,buy
