date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
3/02,2330,永豐金證券,0039004100300030,1709,276,1433,2.62,1,buy
3/02,2330,美林,1440,1427,5231,-3804,6.95,1,sell
3/02,2330,群益金鼎,9100,1110,289,821,1.5,2,buy
3/02,2330,美商高盛,1480,2312,5549,-3237,5.91,2,sell
3/02,2330,凱基-台北,9268,1748,957,791,1.44,3,buy
3/02,2330,新加坡商瑞銀,1650,2234,5255,-3021,5.52,3,sell
3/02,2330,中國信託,6160,735,48,687,1.25,4,buy
3/02,2330,法銀巴黎,8900,81,2277,-2196,4.01,4,sell
3/02,2330,國泰-敦南,8888,832,255,577,1.05,5,buy
3/02,2330,港商麥格理,1360,1854,4002,-2148,3.92,5,sell
3/02,2330,香港上海匯豐,8960,860,290,570,1.04,6,buy
3/02,2330,台灣摩根士丹利,1470,1865,3781,-1916,3.5,6,sell
3/02,2330,凱基,9200,596,196,400,0.73,7,buy
3/02,2330,摩根大通,8440,3856,5183,-1327,2.42,7,sell
3/02,2330,富邦證券,9600,1803,1436,367,0.67,8,buy
3/02,2330,永豐金-匯立,0039004100380031,724,1896,-1172,2.14,8,sell
3/02,2330,臺銀,1040,359,33,326,0.6,9,buy
3/02,2330,大和國泰,8890,335,995,-660,1.2,9,sell
3/02,2330,國泰證券,8880,393,70,323,0.59,10,buy
3/02,2330,元大證券,9800,2218,2614,-396,0.72,10,sell
3/02,2330,兆豐證券,7000,317,14,303,0.55,11,buy
3/02,2330,群益金鼎-大安,0039003100380065,3,301,-298,0.54,11,sell
3/02,2330,第一金,5380,283,10,273,0.5,12,buy
3/02,2330,群益金鼎-敦南,9101,36,229,-193,0.35,12,sell
3/02,2330,統一,5850,331,61,270,0.49,13,buy
3/02,2330,花旗環球,1590,2312,2489,-177,0.32,13,sell
3/02,2330,土銀,1030,266,8,258,0.47,14,buy
3/02,2330,高橋,5320,20,127,-107,0.2,14,sell
3/02,2330,台新證券,8150,322,72,250,0.46,15,buy
3/02,2330,元富-虎尾,003900420032004e,9,102,-93,0.17,15,sell
3/02,2317,美商高盛,1480,11251,3954,7297,9.77,1,buy
3/02,2317,大和國泰,8890,0,2844,-2844,3.81,1,sell
3/02,2317,新加坡商瑞銀,1650,4864,1832,3032,4.06,2,buy
3/02,2317,(牛牛牛)亞證券,6010,0,1501,-1501,2.01,2,sell
3/02,2317,台灣摩根士丹利,1470,4105,1808,2297,3.08,3,buy
3/02,2317,港商麥格理,1360,390,1215,-825,1.11,3,sell
3/02,2317,凱基,9200,3098,1170,1928,2.58,4,buy
3/02,2317,港商野村,1560,991,1659,-668,0.89,4,sell
3/02,2317,凱基-台北,9268,4062,2360,1702,2.28,5,buy
3/02,2317,花旗環球,1590,979,1556,-577,0.77,5,sell
3/02,2317,法銀巴黎,8900,1311,346,965,1.29,6,buy
3/02,2317,美好,5260,16,544,-528,0.71,6,sell
3/02,2317,元大證券,9800,3809,3051,758,1.02,7,buy
3/02,2317,富邦-建國,9658,94,579,-485,0.65,7,sell
3/02,2317,永豐金證券,0039004100300030,1101,554,547,0.73,8,buy
3/02,2317,聯邦-三重,8585,7,442,-435,0.58,8,sell
3/02,2317,華南永昌-嘉義,9314,546,35,511,0.68,9,buy
3/02,2317,美林,1440,1738,2106,-368,0.49,9,sell
3/02,2317,元大-復北,9872,546,59,487,0.65,10,buy
3/02,2317,元大-北投,0039003800390041,66,429,-363,0.49,10,sell
3/02,2317,群益金鼎-古亭,0039003100380043,356,52,304,0.41,11,buy
3/02,2317,中國信託-高雄,003600310036004b,304,657,-353,0.47,11,sell
3/02,2317,富邦證券,9600,930,626,304,0.41,12,buy
3/02,2317,華南永昌-古亭,9309,19,368,-349,0.47,12,sell
3/02,2317,永豐金-匯立,0039004100380031,325,29,296,0.4,13,buy
3/02,2317,國泰-敦南,8888,789,1137,-348,0.47,13,sell
3/02,2317,兆豐-南門,0037003000300067,295,11,284,0.38,14,buy
3/02,2317,凱基-高美館,9215,46,333,-287,0.38,14,sell
3/02,2317,兆豐證券,7000,409,176,233,0.31,15,buy
3/02,2317,合庫-西台中,0031003000320046,20,282,-262,0.35,15,sell
3/02,2454,花旗環球,1590,874,186,688,7.3,1,buy
3/02,2454,美林,1440,104,787,-683,7.24,1,sell
3/02,2454,凱基,9200,535,63,472,5.01,2,buy
3/02,2454,永豐金證券,0039004100300030,90,726,-636,6.74,2,sell
3/02,2454,港商麥格理,1360,404,50,354,3.75,3,buy
3/02,2454,台灣摩根士丹利,1470,312,826,-514,5.45,3,sell
3/02,2454,統一,5850,277,38,239,2.53,4,buy
3/02,2454,新加坡商瑞銀,1650,205,527,-322,3.41,4,sell
3/02,2454,港商野村,1560,348,138,210,2.23,5,buy
3/02,2454,美商高盛,1480,347,623,-276,2.93,5,sell
3/02,2454,法銀巴黎,8900,179,11,168,1.78,6,buy
3/02,2454,元大-土城永寧,9875,3,203,-200,2.12,6,sell
